,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
199,2006,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,38,1,3
218,2006,Spring,CALS,A E,201,SOPH SEMINR AG ENGR,31,1,3
237,2006,Fall,CALS,A E,203,CMPTR APPL&MODELING,29,5,17
242,2006,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,35,3,9
259,2006,Fall,CALS,A E,271,PARAM SLD MODEL ENG,34,6,18
260,2006,Spring,CALS,A E,271,PARAM SLD MODEL ENG,26,1,4
281,2006,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,33,4,12
282,2006,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,30,6,20
299,2006,Spring,CALS,A E,301,JR SEMINAR AG ENGR,4,0,0
319,2006,Fall,CALS,A E,340,ANALY&DS FIELD MACH,27,0,0
329,2006,Spring,CALS,A E,342,AGRI TRACTOR POWER,43,0,0
341,2006,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,34,0,0
357,2006,Fall,CALS,A E,388X,SUSTNBL E&INT'L DEV,3,0,0
361,2006,Fall,CALS,A E,401,SENIOR SEMINAR,22,0,0
375,2006,Fall,CALS,A E,404,A B E INSTRUMENTATN,15,1,7
401,2006,Fall,CALS,A E,413,FLUID POWER ENGR,17,0,0
413,2006,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,14,0,0
414,2006,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,9,0,0
435,2006,Fall,CALS,A E,416,AG ENGR DESIGN II,7,0,0
436,2006,Spring,CALS,A E,416,AG ENGR DESIGN II,18,0,0
463,2006,Fall,CALS,A E,431,NAT RESOURC CONSERV,11,0,0
491,2006,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,10,0,0
502,2006,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,8,1,13
512,2006,Spring,CALS,A E,480,QUANTIFCTN BIO PROC,10,0,0
523,2006,Spring,CALS,A E,490C,IND STU CPTR-A DSGN,5,0,0
530,2006,Fall,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
539,2006,Fall,CALS,A E,490H,INDEP STUDY HONORS,1,0,0
540,2006,Spring,CALS,A E,490H,INDEP STUDY HONORS,1,0,0
547,2006,Fall,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
548,2006,Spring,CALS,A E,490P,IND STDY POWER ENGR,3,1,33
567,2006,Summer,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
577,2006,Fall,CALS,A E,490S,IND STU ENVIR&N RES,2,0,0
578,2006,Spring,CALS,A E,490S,IND STU ENVIR&N RES,1,0,0
611,2006,Summer,CALS,A ECL,312,ECOLOGY,3,0,0
612,2006,Fall,CALS,A ECL,312,ECOLOGY,82,25,30
639,2006,Spring,CALS,A ECL,321,FISH BIOLOGY,14,0,0
664,2006,Fall,CALS,A ECL,361,NATURAL HIST FISHES,21,1,5
667,2006,Spring,CALS,A ECL,362,NATU HIST REPT&AMPH,28,1,4
670,2006,Spring,CALS,A ECL,363,NATURAL HIST BIRDS,43,2,5
676,2006,Spring,CALS,A ECL,364,NATURL HIST MAMMALS,20,3,15
678,2006,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,73,30,41
702,2006,Spring,CALS,A ECL,371,ECOLOGICAL METHODS,25,1,4
717,2006,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,9,0,0
758,2006,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,13,1,8
773,2006,Fall,CALS,A ECL,441X,FISHERIES TECHNIQUE,12,1,8
789,2006,Fall,CALS,A ECL,451,WILDLIFE ECOL &MGMT,29,1,3
862,2006,Fall,CALS,A ECL,486,AQUATIC ECOLOGY,16,5,31
879,2006,Fall,CALS,A ECL,486L,AQUATIC ECOLOGY LAB,14,2,14
1324,2006,Summer,BUS,ACCT,215,LEGAL ENVIRONMT BUS,21,0,0
1325,2006,Fall,BUS,ACCT,215,LEGAL ENVIRONMT BUS,506,39,8
1326,2006,Spring,BUS,ACCT,215,LEGAL ENVIRONMT BUS,446,26,6
