,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
5,2018,Spring,CALS,A B E,110,EXPERNC AG&BIO ENGR,105,5,5
13,2018,Spring,CALS,A B E,160,SYST PROB SOLV&PROG,44,9,20
21,2018,Spring,CALS,A B E,170,ENG GRPHC&INTRO DSN,32,4,13
29,2018,Spring,CALS,A B E,201,SMNR:PREP FOR WRKPL,53,0,0
37,2018,Spring,CALS,A B E,218,PROJ MGT&DESIGN ABE,63,0,0
45,2018,Spring,CALS,A B E,271,PARAM SLD MODEL ENG,39,1,3
53,2018,Spring,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,37,4,11
57,2018,Spring,CALS,A B E,273,CAD FACILT&LAND USE,38,3,8
65,2018,Spring,CALS,A B E,316,APPLD NUMRCL METHDS,29,1,3
77,2018,Spring,CALS,A B E,342,AGRI TRACTOR POWER,46,0,0
83,2018,Spring,CALS,A B E,363,ELEC POWR&ELECTRONC,29,2,7
87,2018,Spring,CALS,A B E,380,PRIN BIOL SYS ENGNR,32,0,0
101,2018,Spring,CALS,A B E,410,ELE SYS INTEGRAT AG,15,1,7
113,2018,Spring,CALS,A B E,415,AG&BIOSY ENGR DSN I,25,0,0
121,2018,Spring,CALS,A B E,416,AG&BIOSY ENG DSN II,40,0,0
127,2018,Spring,CALS,A B E,418,FUND ENGINRG REVIEW,46,1,2
143,2018,Spring,CALS,A B E,436,SOIL&WTR MONITR SYS,12,2,17
148,2018,Spring,CALS,A B E,451,FOOD&BIOPROCES ENGR,11,0,0
153,2018,Spring,CALS,A B E,469,GRAIN PROCESS&HANDL,42,0,0
155,2018,Spring,CALS,A B E,472,ENVIR MODIF SY ANIM,27,2,7
160,2018,Spring,CALS,A B E,475,DSIGN ANIM PROD SYS,4,0,0
170,2018,Spring,CALS,A B E,490B,IND ST:BIORNW RSRCE,1,0,0
173,2018,Spring,CALS,A B E,490E,IND ST:ENVIR BIOPRC,1,0,0
175,2018,Spring,CALS,A B E,490F,IND STU:FOOD ENGINR,1,0,0
182,2018,Spring,CALS,A B E,490H,INDEP STUDY HONORS,2,0,0
187,2018,Spring,CALS,A B E,490M,IND STU ADV MACH SY,1,0,0
193,2018,Spring,CALS,A B E,495,PRE STU ABROAD&POST,2,0,0
603,2018,Spring,CALS,A ECL,231X,PRIN WLDLF&F CONSRV,11,1,9
651,2018,Spring,CALS,A ECL,321,FISH BIOLOGY,26,0,0
700,2018,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,64,0,0
729,2018,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,4,0,0
784,2018,Spring,CALS,A ECL,442,AQUACULTURE,40,9,23
801,2018,Spring,CALS,A ECL,451,WILDLIFE ECOL &MGMT,24,0,0
808,2018,Spring,CALS,A ECL,454,PRIN WILDLIF DISEAS,33,1,3
837,2018,Spring,CALS,A ECL,458,ORNITHOLOGY,46,11,24
842,2018,Spring,CALS,A ECL,458L,ORNITHOLOGY LAB,37,9,24
854,2018,Spring,CALS,A ECL,459,MAMMALOGY,78,1,1
859,2018,Spring,CALS,A ECL,459L,MAMMALOGY LABRATORY,62,3,5
