,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
238,2007,Fall,CALS,A E,203,CMPTR APPL&MODELING,34,1,3
261,2007,Fall,CALS,A E,271,PARAM SLD MODEL ENG,32,0,0
283,2007,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,31,1,3
320,2007,Fall,CALS,A E,340,ANALY&DS FIELD MACH,21,0,0
342,2007,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,35,0,0
349,2007,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,5,0,0
362,2007,Fall,CALS,A E,401,PROFESSIONLSM SEMNR,21,0,0
376,2007,Fall,CALS,A E,404,A B E INSTRUMENTATN,23,0,0
384,2007,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,1,0,0
402,2007,Fall,CALS,A E,413,FLUID POWER ENGR,20,1,5
415,2007,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,20,0,0
437,2007,Fall,CALS,A E,416,AG ENGR DESIGN II,6,0,0
464,2007,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,8,0,0
513,2007,Fall,CALS,A E,480,ENGR ANALY BIOL SYS,3,0,0
550,2007,Fall,CALS,A E,490P,IND STDY POWER ENGR,2,0,0
614,2007,Fall,CALS,A ECL,312,ECOLOGY,73,20,27
679,2007,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,104,37,36
703,2007,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,26,8,31
741,2007,Fall,CALS,A ECL,418,STREAM ECOLOGY,5,0,0
759,2007,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,3,0,0
770,2007,Fall,CALS,A ECL,441,FISHERIES TECHNQUES,8,2,25
790,2007,Fall,CALS,A ECL,451,WILDLIFE ECOL &MGMT,20,1,5
813,2007,Fall,CALS,A ECL,455,INT'L WILDLIFE ISSU,19,0,0
880,2007,Fall,CALS,A ECL,486L,AQUATIC ECOLOGY LAB,12,1,8
1328,2007,Fall,BUS,ACCT,215,LEGAL ENVIRONMT BUS,486,50,10
1374,2007,Fall,BUS,ACCT,284,FINANCIAL ACCOUNTNG,858,96,11
1411,2007,Fall,BUS,ACCT,284H,HONORS FINANCL ACCT,7,0,0
1423,2007,Fall,BUS,ACCT,285,MANAGERIAL ACCOUNTG,500,60,12
1494,2007,Fall,BUS,ACCT,316,BUSINESS LAW,26,0,0
1520,2007,Fall,BUS,ACCT,383,INTMD MANAGERL ACCT,76,14,18
