,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
202,2009,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,59,2,3
222,2009,Fall,CALS,A E,201,ENTREPRN&INTERN SEM,21,0,0
223,2009,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,15,1,7
245,2009,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,37,8,22
265,2009,Fall,CALS,A E,271,PARAM SLD MODEL ENG,26,0,0
266,2009,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,1,4
287,2009,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,25,4,16
288,2009,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,27,5,19
303,2009,Fall,CALS,A E,301,LEADRSHP& ETHCS SEM,8,0,0
304,2009,Spring,CALS,A E,301,LEADRSHP& ETHCS SEM,28,1,4
306,2009,Fall,CALS,A E,316,APPLD NUMRCL METHDS,26,2,8
311,2009,Fall,CALS,A E,325,BIORENEWABLE SYSTMS,15,0,0
322,2009,Fall,CALS,A E,340,ANALY&DS FIELD MACH,21,1,5
332,2009,Spring,CALS,A E,342,AGRI TRACTOR POWER,43,0,0
344,2009,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,26,0,0
351,2009,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,3,0,0
364,2009,Fall,CALS,A E,401,PROFESSIONLSM SEMNR,16,1,6
365,2009,Spring,CALS,A E,401,PROFESSIONLSM SEMNR,16,0,0
369,2009,Spring,CALS,A E,403,SYS MODELG&CONTROLS,2,0,0
378,2009,Fall,CALS,A E,404,A B E INSTRUMENTATN,38,0,0
386,2009,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,4,0,0
393,2009,Spring,CALS,A E,410X,ELTRN SYS INTGRT AG,8,1,13
396,2009,Fall,CALS,A E,411,BIOPROCES&BIOPRODCT,4,0,0
404,2009,Fall,CALS,A E,413,FLUID POWER ENGR,26,0,0
419,2009,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,28,0,0
420,2009,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,15,0,0
441,2009,Fall,CALS,A E,416,AG ENGR DESIGN II,13,0,0
442,2009,Spring,CALS,A E,416,AG ENGR DESIGN II,14,0,0
466,2009,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,16,0,0
473,2009,Spring,CALS,A E,432X,NONPNT SRC POLLU&CN,1,1,100
482,2009,Fall,CALS,A E,451,FOOD&BIOPROCES ENGR,3,0,0
494,2009,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,10,0,0
509,2009,Spring,CALS,A E,478,DESIGN AG STRUCTRES,21,1,5
516,2009,Spring,CALS,A E,490B,IND STU BIOSYS ENGR,1,0,0
534,2009,Fall,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
535,2009,Spring,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
554,2009,Fall,CALS,A E,490P,IND STDY POWER ENGR,2,0,0
555,2009,Spring,CALS,A E,490P,IND STDY POWER ENGR,5,0,0
570,2009,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
581,2009,Fall,CALS,A E,490S,IND STU ENVIR&N RES,10,0,0
582,2009,Spring,CALS,A E,490S,IND STU ENVIR&N RES,9,0,0
592,2009,Spring,CALS,A E,490U,IND STUDY WASTE MGT,1,0,0
617,2009,Summer,CALS,A ECL,312,ECOLOGY,8,1,13
618,2009,Fall,CALS,A ECL,312,ECOLOGY,98,25,26
642,2009,Spring,CALS,A ECL,321,FISH BIOLOGY,13,2,15
681,2009,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,113,25,22
691,2009,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,35,1,3
706,2009,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,32,4,13
720,2009,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,25,2,8
742,2009,Fall,CALS,A ECL,418,STREAM ECOLOGY,3,0,0
749,2009,Spring,CALS,A ECL,425,AQUATIC INSECTS,2,0,0
760,2009,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,3,0,0
761,2009,Spring,CALS,A ECL,440,FISHERY MANAGEMENT,12,0,0
772,2009,Fall,CALS,A ECL,441,FISHERIES TECHNQUES,8,0,0
778,2009,Spring,CALS,A ECL,442,AQUACULTURE,3,1,33
792,2009,Fall,CALS,A ECL,451,WILDLIFE ECOL &MGMT,18,1,6
810,2009,Spring,CALS,A ECL,454X,PRIN WILDLIF DISEAS,24,0,0
828,2009,Spring,CALS,A ECL,458,ORNITHOLOGY,14,1,7
845,2009,Spring,CALS,A ECL,459,MAMMALOGY,21,0,0
864,2009,Fall,CALS,A ECL,486,AQUATIC ECOLOGY,13,4,31
882,2009,Fall,CALS,A ECL,486L,AQUATIC ECOLOGY LAB,10,0,0
1333,2009,Summer,BUS,ACCT,215,LEGAL ENVIRONMT BUS,21,0,0
1334,2009,Fall,BUS,ACCT,215,LEGAL ENVIRONMT BUS,466,36,8
1335,2009,Spring,BUS,ACCT,215,LEGAL ENVIRONMT BUS,492,31,6
1379,2009,Summer,BUS,ACCT,284,FINANCIAL ACCOUNTNG,56,13,23
1380,2009,Fall,BUS,ACCT,284,FINANCIAL ACCOUNTNG,1002,100,10
1381,2009,Spring,BUS,ACCT,284,FINANCIAL ACCOUNTNG,766,175,23
1428,2009,Summer,BUS,ACCT,285,MANAGERIAL ACCOUNTG,37,2,5
1429,2009,Fall,BUS,ACCT,285,MANAGERIAL ACCOUNTG,490,70,14
1430,2009,Spring,BUS,ACCT,285,MANAGERIAL ACCOUNTG,544,64,12
1462,2009,Spring,BUS,ACCT,285H,HONORS MANAGERL ACC,10,1,10
1498,2009,Fall,BUS,ACCT,316,BUSINESS LAW,32,0,0
1499,2009,Spring,BUS,ACCT,316,BUSINESS LAW,20,0,0
1525,2009,Summer,BUS,ACCT,383,INTMD MANAGERL ACCT,35,1,3
1526,2009,Fall,BUS,ACCT,383,INTMD MANAGERL ACCT,120,21,18
1527,2009,Spring,BUS,ACCT,383,INTMD MANAGERL ACCT,106,17,16
1567,2009,Fall,BUS,ACCT,384,ACCT INFO SYSTEMS,115,6,5
1568,2009,Spring,BUS,ACCT,384,ACCT INFO SYSTEMS,81,5,6
1603,2009,Summer,BUS,ACCT,386,INTMED ACCOUNTING I,37,9,24
1604,2009,Fall,BUS,ACCT,386,INTMED ACCOUNTING I,116,14,12
1605,2009,Spring,BUS,ACCT,386,INTMED ACCOUNTING I,94,25,27
1643,2009,Fall,BUS,ACCT,387,INTMD ACCOUNTING II,102,8,8
1644,2009,Spring,BUS,ACCT,387,INTMD ACCOUNTING II,95,21,22
1671,2009,Spring,BUS,ACCT,483X,ACC FOR STRATEG MGT,6,0,0
1679,2009,Fall,BUS,ACCT,484X,ADV ACCT INFO SYSTM,7,2,29
1693,2009,Fall,BUS,ACCT,485,PRIN FED INCOME TAX,102,13,13
1694,2009,Spring,BUS,ACCT,485,PRIN FED INCOME TAX,77,11,14
1715,2009,Spring,BUS,ACCT,486X,VOLUN INCM TAX ASSI,16,3,19
1732,2009,Fall,BUS,ACCT,488,NONPROFIT INST ACCT,22,0,0
1733,2009,Spring,BUS,ACCT,488,NONPROFIT INST ACCT,21,3,14
1779,2009,Fall,BUS,ACCT,495,ADV ACCT PROBLEMS,16,0,0
1780,2009,Spring,BUS,ACCT,495,ADV ACCT PROBLEMS,19,3,16
1812,2009,Fall,BUS,ACCT,496X,INTERNATIONAL ACCT,3,1,33
1832,2009,Summer,BUS,ACCT,497,INTRO TO AUDITING,18,0,0
1833,2009,Fall,BUS,ACCT,497,INTRO TO AUDITING,54,1,2
1834,2009,Spring,BUS,ACCT,497,INTRO TO AUDITING,78,2,3
1879,2009,Fall,LAS,ADVRT,230,ADVERTISING PRINCIP,243,41,17
1880,2009,Spring,LAS,ADVRT,230,ADVERTISING PRINCIP,245,30,12
1918,2009,Summer,LAS,ADVRT,301,STRATEG PLAN AD&P R,13,1,8
1919,2009,Fall,LAS,ADVRT,301,STRATEG PLAN AD&P R,89,0,0
1920,2009,Spring,LAS,ADVRT,301,STRATEG PLAN AD&P R,62,1,2
1956,2009,Fall,LAS,ADVRT,334,ADVERTSNG CREATIVTY,36,0,0
1957,2009,Spring,LAS,ADVRT,334,ADVERTSNG CREATIVTY,18,0,0
1986,2009,Fall,LAS,ADVRT,335,ADVERT MEDIA PLANNG,27,0,0
1987,2009,Spring,LAS,ADVRT,335,ADVERT MEDIA PLANNG,25,4,16
2009,2009,Spring,LAS,ADVRT,336,AD MEDIA SALES &MGT,14,2,14
2043,2009,Fall,LAS,ADVRT,434,ADVERTISING CAMPGNS,29,0,0
2044,2009,Spring,LAS,ADVRT,434,ADVERTISING CAMPGNS,25,1,4
2069,2009,Spring,LAS,ADVRT,436,AD PORTFLIO PRACTCM,14,0,0
2085,2009,Spring,LAS,ADVRT,497,SPL TOPICS COMMUNIC,27,1,4
2091,2009,Fall,LAS,ADVRT,497C,SPL TOP MEDIA&MINDS,16,0,0
2124,2009,Fall,ENGR,AER E,101H,ENGR HONORS ORIENTA,87,1,1
2127,2009,Fall,ENGR,AER E,112,ORIEN LEARNING&TEAM,1,1,100
2144,2009,Fall,ENGR,AER E,160,AEROSPAC ENG PROBLM,97,19,20
2145,2009,Spring,ENGR,AER E,160,AEROSPAC ENG PROBLM,35,5,14
2169,2009,Fall,ENGR,AER E,160H,HONORS AER ENG PROB,89,7,8
2190,2009,Fall,ENGR,AER E,161,NUM&GRAPHC&LAB TCNQ,29,2,7
2191,2009,Spring,ENGR,AER E,161,NUM&GRAPHC&LAB TCNQ,83,15,18
2214,2009,Spring,ENGR,AER E,161H,HONOR NUM&GRPH TCNQ,53,5,9
2241,2009,Fall,ENGR,AER E,243,AERODYNAMICS I,47,16,34
2242,2009,Spring,ENGR,AER E,243,AERODYNAMICS I,62,13,21
2261,2009,Fall,ENGR,AER E,243L,AERODYNAMICS LAB I,42,1,2
2262,2009,Spring,ENGR,AER E,243L,AERODYNAMICS LAB I,58,2,3
2275,2009,Fall,ENGR,AER E,261,INTRO AEROSPAC ENGR,78,9,12
2276,2009,Spring,ENGR,AER E,261,INTRO AEROSPAC ENGR,40,4,10
2301,2009,Fall,ENGR,AER E,265,SCI BALLOON ENGR&OP,4,0,0
2302,2009,Spring,ENGR,AER E,265,SCI BALLOON ENGR&OP,8,0,0
2316,2009,Fall,ENGR,AER E,290C,INDEPENDENT STUDY,49,2,4
2317,2009,Spring,ENGR,AER E,290C,INDEPENDENT STUDY,48,1,2
2359,2009,Spring,ENGR,AER E,311,GAS DYNAMICS,93,10,11
2380,2009,Spring,ENGR,AER E,311L,GAS DYNAMICS LAB,88,0,0
2389,2009,Fall,ENGR,AER E,321,FLIGHT STRUCT ANALY,77,11,14
2426,2009,Spring,ENGR,AER E,331,FLGHT CONTROL SYS I,96,15,16
2446,2009,Spring,ENGR,AER E,343,AERODYNAMICS II,97,7,7
2453,2009,Spring,ENGR,AER E,343L,AERODYNAMICS LAB II,92,1,1
2474,2009,Fall,ENGR,AER E,351,ASTRODYNAMICS I,72,16,22
