,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
237,2006,Fall,CALS,A E,203,CMPTR APPL&MODELING,29,5,17
259,2006,Fall,CALS,A E,271,PARAM SLD MODEL ENG,34,6,18
281,2006,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,33,4,12
319,2006,Fall,CALS,A E,340,ANALY&DS FIELD MACH,27,0,0
341,2006,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,34,0,0
357,2006,Fall,CALS,A E,388X,SUSTNBL E&INT'L DEV,3,0,0
361,2006,Fall,CALS,A E,401,SENIOR SEMINAR,22,0,0
375,2006,Fall,CALS,A E,404,A B E INSTRUMENTATN,15,1,7
401,2006,Fall,CALS,A E,413,FLUID POWER ENGR,17,0,0
413,2006,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,14,0,0
435,2006,Fall,CALS,A E,416,AG ENGR DESIGN II,7,0,0
463,2006,Fall,CALS,A E,431,NAT RESOURC CONSERV,11,0,0
530,2006,Fall,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
539,2006,Fall,CALS,A E,490H,INDEP STUDY HONORS,1,0,0
547,2006,Fall,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
577,2006,Fall,CALS,A E,490S,IND STU ENVIR&N RES,2,0,0
612,2006,Fall,CALS,A ECL,312,ECOLOGY,82,25,30
664,2006,Fall,CALS,A ECL,361,NATURAL HIST FISHES,21,1,5
678,2006,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,73,30,41
758,2006,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,13,1,8
773,2006,Fall,CALS,A ECL,441X,FISHERIES TECHNIQUE,12,1,8
789,2006,Fall,CALS,A ECL,451,WILDLIFE ECOL &MGMT,29,1,3
862,2006,Fall,CALS,A ECL,486,AQUATIC ECOLOGY,16,5,31
879,2006,Fall,CALS,A ECL,486L,AQUATIC ECOLOGY LAB,14,2,14
1325,2006,Fall,BUS,ACCT,215,LEGAL ENVIRONMT BUS,506,39,8
1371,2006,Fall,BUS,ACCT,284,FINANCIAL ACCOUNTNG,915,108,12
1420,2006,Fall,BUS,ACCT,285,MANAGERIAL ACCOUNTG,470,119,25
1492,2006,Fall,BUS,ACCT,316,BUSINESS LAW,30,3,10
1517,2006,Fall,BUS,ACCT,383,INTMD MANAGERL ACCT,89,12,13
1560,2006,Fall,BUS,ACCT,384,ACCT INFO SYSTEMS,82,10,12
1595,2006,Fall,BUS,ACCT,386,INTMED ACCOUNTING I,89,19,21
1637,2006,Fall,BUS,ACCT,387,INTMD ACCOUNTING II,81,20,25
1687,2006,Fall,BUS,ACCT,485,PRIN FED INCOME TAX,92,6,7
1727,2006,Fall,BUS,ACCT,488,NONPROFIT INST ACCT,25,2,8
1755,2006,Fall,BUS,ACCT,490,INDEPENDENT STUDY,1,0,0
1773,2006,Fall,BUS,ACCT,495,ADV ACCT PROBLEMS,26,3,12
1824,2006,Fall,BUS,ACCT,497,INTRO TO AUDITING,44,5,11
1873,2006,Fall,LAS,ADVRT,230,ADVERTISING PRINCIP,232,42,18
1910,2006,Fall,LAS,ADVRT,301,STRATEG PLAN AD &PR,43,6,14
1950,2006,Fall,LAS,ADVRT,334,ADVERTSNG CREATIVTY,16,1,6
1980,2006,Fall,LAS,ADVRT,335,ADVERT MEDIA PLANNG,31,4,13
2037,2006,Fall,LAS,ADVRT,434,ADVERTISING CAMPGNS,25,0,0
2079,2006,Fall,LAS,ADVRT,497,SPL TOPICS COMMUNIC,29,2,7
2138,2006,Fall,ENGR,AER E,160,AEROSPAC ENG PROBLM,109,28,26
2166,2006,Fall,ENGR,AER E,160H,HONORS AER ENG PROB,26,4,15
2184,2006,Fall,ENGR,AER E,161,NUM&GRAPHC&LAB TCNQ,13,1,8
2235,2006,Fall,ENGR,AER E,243,AERODYNAMICS I,30,8,27
2255,2006,Fall,ENGR,AER E,243L,AERODYNAMICS LAB I,28,0,0
2269,2006,Fall,ENGR,AER E,261,INTRO AEROSPAC ENGR,87,8,9
2297,2006,Fall,ENGR,AER E,265,SCI BALLOON ENGR&OP,6,0,0
2386,2006,Fall,ENGR,AER E,321,FLIGHT STRUCT ANALY,96,5,5
2471,2006,Fall,ENGR,AER E,351,ASTRODYNAMICS I,103,16,16
2499,2006,Fall,ENGR,AER E,355,AIRCRFT FLI DYN&CTL,91,15,16
2522,2006,Fall,ENGR,AER E,361,COMP TECHNQ AER DSN,34,4,12
2564,2006,Fall,ENGR,AER E,411,AERO VEHIC PROPUL I,52,0,0
