,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
205,2012,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,62,2,3
212,2012,Spring,CALS,A E,170,ENG GRPHC&INTRO DSN,16,2,13
229,2012,Spring,CALS,A E,201,SMNR:PREP FOR WRKPL,8,0,0
251,2012,Spring,CALS,A E,218,PROJ MGT&DESIGN ABE,17,0,0
272,2012,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,0,0
294,2012,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,28,4,14
335,2012,Spring,CALS,A E,342,AGRI TRACTOR POWER,37,0,0
391,2012,Spring,CALS,A E,410,ELE SYS INTEGRAT AG,16,0,0
426,2012,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,7,0,0
448,2012,Spring,CALS,A E,416,AG ENGR DESIGN II,26,0,0
470,2012,Spring,CALS,A E,431,SOIL&WTR CONSRVSYS,2,0,0
476,2012,Spring,CALS,A E,436,SOIL&WTR MONITR SYS,4,0,0
487,2012,Spring,CALS,A E,466,MULTIDISC ENGR DSGN,1,0,0
497,2012,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,15,2,13
505,2012,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,30,4,13
559,2012,Spring,CALS,A E,490P,IND STDY POWER ENGR,2,0,0
572,2012,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
588,2012,Spring,CALS,A E,490S,IND STU ENVIR&N RES,2,0,0
645,2012,Spring,CALS,A ECL,321,FISH BIOLOGY,14,0,0
694,2012,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,40,4,10
723,2012,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,12,2,17
781,2012,Spring,CALS,A ECL,442,AQUACULTURE,20,1,5
802,2012,Spring,CALS,A ECL,454,PRIN WILDLIF DISEAS,32,1,3
831,2012,Spring,CALS,A ECL,458,ORNITHOLOGY,30,8,27
848,2012,Spring,CALS,A ECL,459,MAMMALOGY,25,1,4
1344,2012,Spring,BUS,ACCT,215,LEGAL ENVIRONMT BUS,439,61,14
1390,2012,Spring,BUS,ACCT,284,FINANCIAL ACCOUNTNG,884,174,20
1439,2012,Spring,BUS,ACCT,285,MANAGERIAL ACCOUNTG,530,60,11
1466,2012,Spring,BUS,ACCT,301,THE ACCOUNTNG CYCLE,180,44,24
1536,2012,Spring,BUS,ACCT,383,INTMD MANAGERL ACCT,132,11,8
1574,2012,Spring,BUS,ACCT,384,ACCT INFO SYSTEMS,130,21,16
1614,2012,Spring,BUS,ACCT,386,INTMED ACCOUNTING I,135,22,16
1650,2012,Spring,BUS,ACCT,387,INTMD ACCOUNTING II,124,34,27
1664,2012,Spring,BUS,ACCT,483,ADV MANAGERIAL ACCT,36,1,3
1700,2012,Spring,BUS,ACCT,485,PRIN FED INCOME TAX,114,28,25
1716,2012,Spring,BUS,ACCT,487,VOLUN INCM TAX ASSI,24,1,4
1760,2012,Spring,BUS,ACCT,490,INDEPENDENT STUDY,1,0,0
1786,2012,Spring,BUS,ACCT,495,ADV ACCT PROBLEMS,21,4,19
1800,2012,Spring,BUS,ACCT,496,INTERNATIONAL ACCT,13,0,0
1843,2012,Spring,BUS,ACCT,497,INTRO TO AUDITING,125,13,10
1889,2012,Spring,LAS,ADVRT,230,ADVERTISING PRINCIP,249,38,15
1926,2012,Spring,LAS,ADVRT,301,STRATEG PLAN AD&P.R,80,4,5
1963,2012,Spring,LAS,ADVRT,334,ADVERTSNG CREATIVTY,23,0,0
1993,2012,Spring,LAS,ADVRT,335,ADVERT MEDIA PLANNG,11,4,36
