,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
202,2009,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,59,2,3
223,2009,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,15,1,7
245,2009,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,37,8,22
266,2009,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,1,4
288,2009,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,27,5,19
304,2009,Spring,CALS,A E,301,LEADRSHP& ETHCS SEM,28,1,4
332,2009,Spring,CALS,A E,342,AGRI TRACTOR POWER,43,0,0
365,2009,Spring,CALS,A E,401,PROFESSIONLSM SEMNR,16,0,0
369,2009,Spring,CALS,A E,403,SYS MODELG&CONTROLS,2,0,0
393,2009,Spring,CALS,A E,410X,ELTRN SYS INTGRT AG,8,1,13
420,2009,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,15,0,0
442,2009,Spring,CALS,A E,416,AG ENGR DESIGN II,14,0,0
473,2009,Spring,CALS,A E,432X,NONPNT SRC POLLU&CN,1,1,100
494,2009,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,10,0,0
509,2009,Spring,CALS,A E,478,DESIGN AG STRUCTRES,21,1,5
516,2009,Spring,CALS,A E,490B,IND STU BIOSYS ENGR,1,0,0
535,2009,Spring,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
555,2009,Spring,CALS,A E,490P,IND STDY POWER ENGR,5,0,0
570,2009,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
582,2009,Spring,CALS,A E,490S,IND STU ENVIR&N RES,9,0,0
592,2009,Spring,CALS,A E,490U,IND STUDY WASTE MGT,1,0,0
642,2009,Spring,CALS,A ECL,321,FISH BIOLOGY,13,2,15
691,2009,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,35,1,3
720,2009,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,25,2,8
749,2009,Spring,CALS,A ECL,425,AQUATIC INSECTS,2,0,0
761,2009,Spring,CALS,A ECL,440,FISHERY MANAGEMENT,12,0,0
778,2009,Spring,CALS,A ECL,442,AQUACULTURE,3,1,33
810,2009,Spring,CALS,A ECL,454X,PRIN WILDLIF DISEAS,24,0,0
828,2009,Spring,CALS,A ECL,458,ORNITHOLOGY,14,1,7
845,2009,Spring,CALS,A ECL,459,MAMMALOGY,21,0,0
1335,2009,Spring,BUS,ACCT,215,LEGAL ENVIRONMT BUS,492,31,6
1381,2009,Spring,BUS,ACCT,284,FINANCIAL ACCOUNTNG,766,175,23
1430,2009,Spring,BUS,ACCT,285,MANAGERIAL ACCOUNTG,544,64,12
1462,2009,Spring,BUS,ACCT,285H,HONORS MANAGERL ACC,10,1,10
1499,2009,Spring,BUS,ACCT,316,BUSINESS LAW,20,0,0
1527,2009,Spring,BUS,ACCT,383,INTMD MANAGERL ACCT,106,17,16
1568,2009,Spring,BUS,ACCT,384,ACCT INFO SYSTEMS,81,5,6
1605,2009,Spring,BUS,ACCT,386,INTMED ACCOUNTING I,94,25,27
1644,2009,Spring,BUS,ACCT,387,INTMD ACCOUNTING II,95,21,22
