,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
204,2011,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,34,2,6
217,2011,Spring,CALS,A E,170X,ENG GRPHC&INTRO DSN,12,0,0
227,2011,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,17,1,6
248,2011,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,25,2,8
270,2011,Spring,CALS,A E,271,PARAM SLD MODEL ENG,18,0,0
292,2011,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,21,2,10
334,2011,Spring,CALS,A E,342,AGRI TRACTOR POWER,37,1,3
370,2011,Spring,CALS,A E,403,SYS MODELG&CONTROLS,1,0,0
395,2011,Spring,CALS,A E,410X,ELTRN SYS INTGRT AG,7,0,0
424,2011,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,7,0,0
446,2011,Spring,CALS,A E,416,AG ENGR DESIGN II,15,0,0
474,2011,Spring,CALS,A E,432X,NONPNT SRC POLLU&CN,4,1,25
486,2011,Spring,CALS,A E,466,MULTIDISC ENGR DSGN,1,0,0
496,2011,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,14,0,0
510,2011,Spring,CALS,A E,478,WOOD-FRM STRUC DSGN,15,1,7
557,2011,Spring,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
586,2011,Spring,CALS,A E,490S,IND STU ENVIR&N RES,9,0,0
644,2011,Spring,CALS,A ECL,321,FISH BIOLOGY,14,1,7
693,2011,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,43,1,2
722,2011,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,8,1,13
750,2011,Spring,CALS,A ECL,425,AQUATIC INSECTS,3,0,0
780,2011,Spring,CALS,A ECL,442,AQUACULTURE,6,0,0
812,2011,Spring,CALS,A ECL,454X,PRIN WILDLIF DISEAS,32,1,3
830,2011,Spring,CALS,A ECL,458,ORNITHOLOGY,23,4,17
847,2011,Spring,CALS,A ECL,459,MAMMALOGY,39,3,8
1341,2011,Spring,BUS,ACCT,215,LEGAL ENVIRONMT BUS,469,25,5
1387,2011,Spring,BUS,ACCT,284,FINANCIAL ACCOUNTNG,805,146,18
1436,2011,Spring,BUS,ACCT,285,MANAGERIAL ACCOUNTG,487,66,14
1533,2011,Spring,BUS,ACCT,383,INTMD MANAGERL ACCT,126,7,6
1572,2011,Spring,BUS,ACCT,384,ACCT INFO SYSTEMS,129,17,13
1611,2011,Spring,BUS,ACCT,386,INTMED ACCOUNTING I,135,24,18
1648,2011,Spring,BUS,ACCT,387,INTMD ACCOUNTING II,86,14,16
1663,2011,Spring,BUS,ACCT,483,ADV MANAGERIAL ACCT,19,1,5
1698,2011,Spring,BUS,ACCT,485,PRIN FED INCOME TAX,90,19,21
1713,2011,Spring,BUS,ACCT,486,VOLUN INCM TAX ASSI,23,5,22
1737,2011,Spring,BUS,ACCT,488,NONPROFIT INST ACCT,22,3,14
1784,2011,Spring,BUS,ACCT,495,ADV ACCT PROBLEMS,21,5,24
1815,2011,Spring,BUS,ACCT,496X,INTERNATIONAL ACCT,27,0,0
1840,2011,Spring,BUS,ACCT,497,INTRO TO AUDITING,101,1,1
1886,2011,Spring,LAS,ADVRT,230,ADVERTISING PRINCIP,219,22,10
1924,2011,Spring,LAS,ADVRT,301,STRATEG PLAN AD&P R,78,4,5
1961,2011,Spring,LAS,ADVRT,334,ADVERTSNG CREATIVTY,16,0,0
1991,2011,Spring,LAS,ADVRT,335,ADVERT MEDIA PLANNG,26,4,15
