,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
200,2007,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,49,2,4
219,2007,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,39,5,13
243,2007,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,40,1,3
262,2007,Spring,CALS,A E,271,PARAM SLD MODEL ENG,30,1,3
284,2007,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,27,7,26
300,2007,Spring,CALS,A E,301,JR SEMINAR AG ENGR,22,0,0
330,2007,Spring,CALS,A E,342,AGRI TRACTOR POWER,33,1,3
368,2007,Spring,CALS,A E,403,SYS MODELG&CONTROLS,2,1,50
416,2007,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,6,0,0
438,2007,Spring,CALS,A E,416,AG ENGR DESIGN II,17,0,0
478,2007,Spring,CALS,A E,436X,SOIL&WTR MONITR SYS,1,1,100
492,2007,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,12,0,0
508,2007,Spring,CALS,A E,478,DESIGN AG STRUCTRES,21,0,0
524,2007,Spring,CALS,A E,490C,IND STU CPTR-A DSGN,3,0,0
531,2007,Spring,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
551,2007,Spring,CALS,A E,490P,IND STDY POWER ENGR,2,0,0
563,2007,Spring,CALS,A E,490Q,IND STDY STRUCTURES,1,0,0
579,2007,Spring,CALS,A E,490S,IND STU ENVIR&N RES,1,0,0
640,2007,Spring,CALS,A ECL,321,FISH BIOLOGY,16,1,6
701,2007,Spring,CALS,A ECL,366X,NAT HIST IOWA VERTE,43,1,2
704,2007,Spring,CALS,A ECL,371,ECOLOGICAL METHODS,26,0,0
718,2007,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,9,0,0
748,2007,Spring,CALS,A ECL,425,AQUATIC INSECTS,3,0,0
776,2007,Spring,CALS,A ECL,442,AQUACULTURE,19,2,11
843,2007,Spring,CALS,A ECL,458X,ORNITHOLOGY,17,6,35
860,2007,Spring,CALS,A ECL,459X,MAMMALOGY,30,4,13
1329,2007,Spring,BUS,ACCT,215,LEGAL ENVIRONMT BUS,441,23,5
1375,2007,Spring,BUS,ACCT,284,FINANCIAL ACCOUNTNG,686,114,17
1424,2007,Spring,BUS,ACCT,285,MANAGERIAL ACCOUNTG,565,98,17
1460,2007,Spring,BUS,ACCT,285H,HONORS MANAGERL ACC,14,0,0
1495,2007,Spring,BUS,ACCT,316,BUSINESS LAW,15,2,13
1521,2007,Spring,BUS,ACCT,383,INTMD MANAGERL ACCT,56,9,16
1564,2007,Spring,BUS,ACCT,384,ACCT INFO SYSTEMS,95,12,13
1599,2007,Spring,BUS,ACCT,386,INTMED ACCOUNTING I,78,14,18
1640,2007,Spring,BUS,ACCT,387,INTMD ACCOUNTING II,71,18,25
1690,2007,Spring,BUS,ACCT,485,PRIN FED INCOME TAX,73,14,19
1730,2007,Spring,BUS,ACCT,488,NONPROFIT INST ACCT,25,4,16
1756,2007,Spring,BUS,ACCT,490,INDEPENDENT STUDY,3,1,33
1776,2007,Spring,BUS,ACCT,495,ADV ACCT PROBLEMS,12,2,17
1828,2007,Spring,BUS,ACCT,497,INTRO TO AUDITING,70,2,3
1876,2007,Spring,LAS,ADVRT,230,ADVERTISING PRINCIP,222,35,16
1914,2007,Spring,LAS,ADVRT,301,STRATEG PLAN AD &PR,57,3,5
1953,2007,Spring,LAS,ADVRT,334,ADVERTSNG CREATIVTY,17,0,0
1983,2007,Spring,LAS,ADVRT,335,ADVERT MEDIA PLANNG,28,3,11
2007,2007,Spring,LAS,ADVRT,336,AD MEDIA SALES &MGT,17,1,6
2040,2007,Spring,LAS,ADVRT,434,ADVERTISING CAMPGNS,36,0,0
2067,2007,Spring,LAS,ADVRT,436,AD PORTFLIO PRACTCM,19,0,0
2082,2007,Spring,LAS,ADVRT,497,SPL TOPICS COMMUNIC,8,0,0
2132,2007,Spring,ENGR,AER E,112X,ORIEN LEARNING&TEAM,1,0,0
2141,2007,Spring,ENGR,AER E,160,AEROSPAC ENG PROBLM,21,6,29
2187,2007,Spring,ENGR,AER E,161,NUM&GRAPHC&LAB TCNQ,76,12,16
2212,2007,Spring,ENGR,AER E,161H,HON NUM&GRAPH TCHNQ,24,2,8
2238,2007,Spring,ENGR,AER E,243,AERODYNAMICS I,61,1,2
2258,2007,Spring,ENGR,AER E,243L,AERODYNAMICS LAB I,59,0,0
2272,2007,Spring,ENGR,AER E,261,INTRO AEROSPAC ENGR,13,2,15
2298,2007,Spring,ENGR,AER E,265,SCI BALLOON ENGR&OP,8,1,13
2309,2007,Spring,ENGR,AER E,290A,IND STU FLIGHT GRND,24,0,0
2310,2007,Spring,ENGR,AER E,290B,IND STUDY IN-FLIGHT,9,2,22
2313,2007,Spring,ENGR,AER E,290C,INDEPENDENT STUDY,16,0,0
2357,2007,Spring,ENGR,AER E,311,GAS DYNAMICS,83,17,20
2378,2007,Spring,ENGR,AER E,311L,GAS DYNAMICS LAB,83,0,0
2424,2007,Spring,ENGR,AER E,331,FLGHT CONTROL SYS I,73,8,11
2444,2007,Spring,ENGR,AER E,343,AERODYNAMICS II,86,8,9
2451,2007,Spring,ENGR,AER E,343L,AERODYNAMICS LAB II,86,0,0
2525,2007,Spring,ENGR,AER E,361,COMP TECHNQ AER DSN,59,1,2
2584,2007,Spring,ENGR,AER E,412,AER VEH PROPULSN II,16,2,13
2597,2007,Spring,ENGR,AER E,421,ADV FLIGHT STRUCTRS,74,6,8
2638,2007,Spring,ENGR,AER E,426,DSIGN AEROSP STRUCT,23,1,4
2682,2007,Spring,ENGR,AER E,448,FLUID DYN TURBOMACH,5,2,40
2694,2007,Spring,ENGR,AER E,451,ASTRODYNAMICS II,6,1,17
2726,2007,Spring,ENGR,AER E,461,MOD DESIGN METHODOL,25,2,8
2756,2007,Spring,ENGR,AER E,462,DESIGN AEROSPAC SYS,29,1,3
2834,2007,Spring,ENGR,AER E,490A,IND STU A/GAS DYNAM,3,0,0
2873,2007,Spring,ENGR,AER E,490C,IND STU AEROS STRUC,2,0,0
2936,2007,Spring,ENGR,AER E,490F,IND ST FLT CONT SYS,1,0,0
2961,2007,Spring,ENGR,AER E,490H,INDEP STUDY HONORS,2,0,0
2996,2007,Spring,ENGR,AER E,490J,IND STU NONDESTR EV,2,0,0
3019,2007,Spring,ENGR,AER E,490K,IND STU WIND ENGINR,1,0,0
3057,2007,Spring,ENGR,AER E,499,SENIOR PROJECT,4,0,0
3619,2007,Spring,INDIS,AF AM,201,INTRO AFRIC AMER ST,37,4,11
3651,2007,Spring,INDIS,AF AM,325,PEOPLE&CULTR AFRICA,8,4,50
3668,2007,Spring,INDIS,AF AM,330,ETHNIC&RACE RELATNS,11,0,0
3726,2007,Spring,INDIS,AF AM,350,AFRICAN AMERI WOMEN,7,2,29
3748,2007,Spring,INDIS,AF AM,354,HIST AFRICN AMER II,8,2,25
3787,2007,Spring,LAS,AFAS,102,LEADERSHIP LAB I,21,5,24
3818,2007,Spring,LAS,AFAS,142,U S AIR FORCE TODAY,26,6,23
3867,2007,Spring,LAS,AFAS,202,LEADERSHIP LAB II,23,4,17
3898,2007,Spring,LAS,AFAS,242,AIR POWER DEVELOPMT,25,0,0
3927,2007,Spring,LAS,AFAS,302,LEADERSHIP LAB III,15,1,7
3958,2007,Spring,LAS,AFAS,342,AIR F MGT&LEADERSHP,28,2,7
3987,2007,Spring,LAS,AFAS,402,LEADERSHIP LAB IV,15,0,0
4018,2007,Spring,LAS,AFAS,442,NATL SECURITY FORCE,16,0,0
4103,2007,Spring,CALS,AGEDS,112,AG BIOTECHN COLLOQ,8,0,0
4125,2007,Spring,CALS,AGEDS,114X,SUCCESS SEMINAR II,7,0,0
4142,2007,Spring,CALS,AGEDS,211A,FIELD EXP HIGH SCHL,13,4,31
4184,2007,Spring,CALS,AGEDS,211C,FIELD EXP AG INDUST,6,0,0
4219,2007,Spring,CALS,AGEDS,215,CAREER SEMINAR,18,1,6
4248,2007,Spring,CALS,AGEDS,290,SPECIAL PROBLEMS,3,0,0
4264,2007,Spring,CALS,AGEDS,310,FOUND AG ED PROGRMS,15,0,0
4295,2007,Spring,CALS,AGEDS,311,PRESENTN STRATEGIES,78,4,5
4358,2007,Spring,CALS,AGEDS,315,LEADERSHIP IN AGRIC,51,2,4
4440,2007,Spring,CALS,AGEDS,402,TEACHING AG SCI/BUS,7,0,0
4464,2007,Spring,CALS,AGEDS,412,INTERNSHIP IN AGEDS,1,0,0
4497,2007,Spring,CALS,AGEDS,414,NONFORMAL AG ED PRG,2,0,0
4510,2007,Spring,CALS,AGEDS,416,PRE-STDT TCHG EXPER,7,0,0
4538,2007,Spring,CALS,AGEDS,417,SUPR TCHNG AG PROGS,6,0,0
4576,2007,Spring,CALS,AGEDS,450,FARM MGMT&OPERATION,34,1,3
4625,2007,Spring,CALS,AGEDS,451X,AGRICULTURAL LAW,9,0,0
4676,2007,Spring,CALS,AGEDS,490A,"IND STU PHIL,CURRIC",2,0,0
4708,2007,Spring,CALS,AGEDS,490B,"IND STU LDRSHP,EVAL",21,1,5
4743,2007,Spring,CALS,AGEDS,490C,"IND STU BUS,PROD AG",6,1,17
4800,2007,Spring,CALS,AGEDS,490H,INDEP STUDY HONORS,1,0,0
4810,2007,Spring,CALS,AGEDS,490I,IND STU COMMUNICATN,1,0,0
4878,2007,Spring,CALS,AGRON,114,PRINCIP OF AGRONOMY,139,23,17
4907,2007,Spring,CALS,AGRON,120,INTR RENEW RESOURCS,25,4,16
4944,2007,Spring,CALS,AGRON,154,FUND OF SOIL SCIENC,159,20,13
4978,2007,Spring,CALS,AGRON,155,SOILS HORT SCIENTST,27,5,19
5005,2007,Spring,CALS,AGRON,156,SOILS FOR URBAN USE,27,9,33
5040,2007,Spring,CALS,AGRON,206,INTRO METEOROLOGY,47,5,11
5094,2007,Spring,CALS,AGRON,212,GRAIN &FORAGE CROPS,77,7,9
5149,2007,Spring,CALS,AGRON,230,CROP STRUC-FUNC REL,34,4,12
5169,2007,Spring,CALS,AGRON,260,SOILS&ENVIR QUALITY,76,0,0
5200,2007,Spring,CALS,AGRON,283,PESTICIDE APPL CERT,12,0,0
5276,2007,Spring,CALS,AGRON,320,"GENET,AGRI&BIOTECHN",24,13,54
5312,2007,Spring,CALS,AGRON,331,INTERCOLL CROP TEAM,3,0,0
5336,2007,Spring,CALS,AGRON,334,FORAGE CROP MGMT,44,3,7
5380,2007,Spring,CALS,AGRON,342,WORLD FOOD ISSUES,75,3,4
5440,2007,Spring,CALS,AGRON,354,SOILS &PLANT GROWTH,70,12,17
5470,2007,Spring,CALS,AGRON,354L,SOIL&PLANT GRWTH LB,20,1,5
5498,2007,Spring,CALS,AGRON,360,ENVIRN SOIL SCIENCE,30,0,0
5517,2007,Spring,CALS,AGRON,370,FLD EXP SOIL DESCRP,11,0,0
5549,2007,Spring,CALS,AGRON,392,SYST CROP&SOIL MGMT,10,1,10
5585,2007,Spring,CALS,AGRON,404,GLOBAL CHANGE,7,4,57
5604,2007,Spring,CALS,AGRON,405X,ENVIRONMNTL BIOPHYS,1,0,0
5629,2007,Spring,CALS,AGRON,410,PRO DEVELP SR FORUM,14,0,0
5725,2007,Spring,CALS,AGRON,473,SOIL GENESIS&LNDSCP,6,0,0
5768,2007,Spring,CALS,AGRON,490,INDEPENDENT STUDY,18,1,6
5801,2007,Spring,CALS,AGRON,490H,INDEP STUDY HONORS,1,0,0
5825,2007,Spring,CALS,AGRON,491,SEED SCI INTERNSHIP,3,0,0
5854,2007,Spring,CALS,AGRON,496A,AG INT'L TRAVEL CRS,11,0,0
5913,2007,Spring,INDIS,AM IN,210,INTRO AM IN STUDIES,169,4,2
5973,2007,Spring,INDIS,AM IN,310,TOPICS AMERI INDIAN,70,3,4
6023,2007,Spring,INDIS,AM IN,323,PEOPLE&CULTR LAT AM,9,2,22
6033,2007,Spring,INDIS,AM IN,328,AMER INDIAN RELIGNS,7,0,0
6048,2007,Spring,INDIS,AM IN,346,AMERICAN INDIAN LIT,9,2,22
6102,2007,Spring,CALS,AN S,101,WORKNG WITH ANIMALS,158,5,3
6146,2007,Spring,CALS,AN S,114,SURVEY ANIMAL INDUS,129,21,16
6243,2007,Spring,CALS,AN S,211,ISSUES FACING AN S,84,1,1
6273,2007,Spring,CALS,AN S,214,DOMEST ANIM PHYSIOL,105,60,57
6303,2007,Spring,CALS,AN S,214L,DOM AN ANAT&PHY LAB,99,32,32
6374,2007,Spring,CALS,AN S,223,POULTRY SCIENCE,17,7,41
6387,2007,Spring,CALS,AN S,224,COMPANION ANIM SCI,56,9,16
6403,2007,Spring,CALS,AN S,225,SWINE SCIENCE,98,3,3
6429,2007,Spring,CALS,AN S,226,BEEF CATTLE SCIENCE,83,8,10
6454,2007,Spring,CALS,AN S,229,SHEEP SCIENCE,51,3,6
6584,2007,Spring,CALS,AN S,311,CAREER PREP AN SCI,63,2,3
6636,2007,Spring,CALS,AN S,319,ANIMAL NUTRITION,115,1,1
6682,2007,Spring,CALS,AN S,321L,LIVESTOCK&ENVIR LAB,5,0,0
6686,2007,Spring,CALS,AN S,321X,LIVESTOCK&THE ENVIR,19,3,16
6708,2007,Spring,CALS,AN S,331,ANIMAL REPRODUCTION,42,22,52
6738,2007,Spring,CALS,AN S,332,ANIM REPROD LAB MTH,22,1,5
6769,2007,Spring,CALS,AN S,333,EMBRYO TRANSFER&TCH,1,0,0
6800,2007,Spring,CALS,AN S,335,DAIRY CATTLE SELECT,17,0,0
6830,2007,Spring,CALS,AN S,337,LACTATION,55,0,0
6845,2007,Spring,CALS,AN S,345,ANIMAL GROWTH&DEVEL,26,2,8
6866,2007,Spring,CALS,AN S,352,GENET IMPRV DOM ANI,68,21,31
7016,2007,Spring,CALS,AN S,399A,ANIM SCI INTERNSHIP,1,0,0
7047,2007,Spring,CALS,AN S,411,ISSUES ANIMAL SCIEN,64,2,3
7074,2007,Spring,CALS,AN S,415,EQUINE SYSTEMS MGMT,21,0,0
7094,2007,Spring,CALS,AN S,417,EQUINE REPRODUC MGT,11,0,0
7121,2007,Spring,CALS,AN S,424,COMPANION ANIML SYS,24,2,8
7159,2007,Spring,CALS,AN S,426,BF CATTLE SYSTS MGT,22,1,5
7184,2007,Spring,CALS,AN S,429,SHEEP SYSTEMS MGT,7,0,0
7227,2007,Spring,CALS,AN S,435X,APP DAIRY FARM EVAL,11,0,0
7240,2007,Spring,CALS,AN S,460,PROCESSED MEATS,11,0,0
7262,2007,Spring,CALS,AN S,475A,JUDGING MEAT ANIMAL,8,1,13
7292,2007,Spring,CALS,AN S,475B,JUDGNG DAIRY CATTLE,5,0,0
7314,2007,Spring,CALS,AN S,475C,JUDGING MEATS,7,0,0
7338,2007,Spring,CALS,AN S,475D,JUDG MEAT ANIM EVAL,10,1,10
7368,2007,Spring,CALS,AN S,475F,INTCOLL JUDG MGT SY,5,0,0
7382,2007,Spring,CALS,AN S,480A,BEEF INDU LDR FELLW,3,0,0
7389,2007,Spring,CALS,AN S,480C,PORK INDU LDR FELLW,13,0,0
7414,2007,Spring,CALS,AN S,489,ISSUES FOOD SAFETY,2,0,0
7438,2007,Spring,CALS,AN S,490A,IND STDY ANIMAL SCI,43,1,2
7481,2007,Spring,CALS,AN S,490B,IND STUDY DAIRY SCI,10,0,0
7535,2007,Spring,CALS,AN S,490H,INDEP STUDY HONORS,2,0,0
7592,2007,Spring,CALS,AN S,497,TEACHNG EXPRNC AN S,31,0,0
7624,2007,Spring,LAS,ANTHR,201,INTRO CULTURL ANTHR,348,52,15
7661,2007,Spring,LAS,ANTHR,202,INTR BIOL AN&ARCHEO,114,30,26
7710,2007,Spring,LAS,ANTHR,230,GLOBALZAT&HUMN COND,134,35,26
7744,2007,Spring,LAS,ANTHR,306,COMP STU WRLD CULTR,66,11,17
7759,2007,Spring,LAS,ANTHR,307,BIOLOGICAL ANTHROPO,43,4,9
7811,2007,Spring,LAS,ANTHR,313,FAMILY CROSS-CULTUR,35,5,14
7838,2007,Spring,LAS,ANTHR,321,WORLD PREHISTORY,33,8,24
7869,2007,Spring,LAS,ANTHR,323,PEOPLE&CULTR LAT AM,26,6,23
7880,2007,Spring,LAS,ANTHR,325,PEOPLE&CULTR AFRICA,27,5,19
7917,2007,Spring,LAS,ANTHR,340,"MAGIC,WITCHC,&RELIG",44,6,14
7924,2007,Spring,LAS,ANTHR,343X,ETHNOBOTANY:CULTRAL,14,1,7
7946,2007,Spring,LAS,ANTHR,412,PSYCHOLOGICAL ANTHR,19,5,26
7979,2007,Spring,LAS,ANTHR,428A,ARC LAB METHD LITHC,11,1,9
8013,2007,Spring,LAS,ANTHR,438,PRIMATE EVO ECO&BHV,15,1,7
8021,2007,Spring,LAS,ANTHR,444,SEX&GENDER X-CULTUR,12,1,8
8040,2007,Spring,LAS,ANTHR,451,PRACTICUM IN ANTHRO,1,0,0
8068,2007,Spring,LAS,ANTHR,490A,INDEP STDY ARCHAEOL,1,0,0
8083,2007,Spring,LAS,ANTHR,490B,IND STU CULTR ANTHR,1,0,0
8138,2007,Spring,LAS,ANTHR,490H,INDEP STUDY HONORS,1,0,0
8165,2007,Spring,LAS,ARABC,102X,ELEMENTRY ARABIC II,16,2,13
8210,2007,Spring,DSGN,ARCH,202,ARCHITECT DESIGN II,63,1,2
8241,2007,Spring,DSGN,ARCH,222,HIST WESTERN ARC II,102,12,12
8280,2007,Spring,DSGN,ARCH,242,ARCH STRUCTURES I,64,5,8
8321,2007,Spring,DSGN,ARCH,302,ARCHITECT DESIGN IV,63,0,0
8354,2007,Spring,DSGN,ARCH,334,COMPUTER APPLICATNS,23,7,30
8383,2007,Spring,DSGN,ARCH,335,THREE-DIMENS STUDIO,29,1,3
8438,2007,Spring,DSGN,ARCH,346,ARCH STRUCTURES III,63,4,6
8452,2007,Spring,DSGN,ARCH,351,SOLAR HOME DESIGN,18,2,11
8462,2007,Spring,DSGN,ARCH,357,ENVIR FORCES IN ARC,64,0,0
8474,2007,Spring,DSGN,ARCH,401,ARCHITECTU DESIGN V,1,1,100
8489,2007,Spring,DSGN,ARCH,402,ARCHITECT DESIGN VI,50,0,0
8530,2007,Spring,DSGN,ARCH,420,HIST AMERICAN ARCH,70,6,9
8559,2007,Spring,DSGN,ARCH,424,TOPICS 19TH CENTURY,20,1,5
8606,2007,Spring,DSGN,ARCH,431,ANALYTICAL DRAWING,51,1,2
8638,2007,Spring,DSGN,ARCH,434,CMPTR ARC&ENV DSIGN,14,2,14
8653,2007,Spring,DSGN,ARCH,436,ADVNCD DESIGN MEDIA,7,1,14
8690,2007,Spring,DSGN,ARCH,448,MATLS&ASSEMBLIES II,62,4,6
8737,2007,Spring,DSGN,ARCH,490A,IND STDY DSN COMMUN,5,1,20
8761,2007,Spring,DSGN,ARCH,490B,INDEP STUDY DESIGN,12,0,0
8819,2007,Spring,DSGN,ARCH,490D,IND STUDY ARCH HIST,1,0,0
8893,2007,Spring,DSGN,ART,230,DRAWING II,73,7,10
8911,2007,Spring,DSGN,ART,494A,FINE ARTS EUROP SEM,11,1,9
8922,2007,Spring,DSGN,ART,494G,GRAPHIC DSN EUR SEM,27,0,0
8933,2007,Spring,DSGN,ART,494I,INTERIOR DS EUR SEM,34,1,3
8952,2007,Spring,DSGN,ART,495N,ART HIST IN EUROPE,47,1,2
8979,2007,Spring,DSGN,ART,497,STUDIO INTERNSHIP,8,0,0
9010,2007,Spring,DSGN,ART,498,INTRNSHP MUSEUM/GAL,3,0,0
9062,2007,Spring,DSGN,ART H,281,HISTORY OF ART II,245,94,38
9089,2007,Spring,DSGN,ART H,382,ART&ARCHITC OF ASIA,50,8,16
9101,2007,Spring,DSGN,ART H,383,GREEK & ROMAN ART,44,9,20
9109,2007,Spring,DSGN,ART H,384,ART OF ISLAM,34,9,26
9166,2007,Spring,DSGN,ART H,487,19TH CENTURY ART,50,8,16
9198,2007,Spring,DSGN,ART H,490,INDEPENDENT STUDY,1,0,0
9227,2007,Spring,DSGN,ART H,495,ART&THRY SINCE 1945,47,11,23
9293,2007,Spring,DSGN,ARTED,211,INTRO TO ART EDUC,17,0,0
9335,2007,Spring,DSGN,ARTGR,271,GRAPH DSGN STDIO II,56,0,0
9379,2007,Spring,DSGN,ARTGR,276,GRAPHIC TECHNLGY II,56,0,0
9426,2007,Spring,DSGN,ARTGR,371,GRAPH DSN STUDIO IV,52,1,2
9441,2007,Spring,DSGN,ARTGR,372,GR DSN MTRLS&PROCES,53,0,0
9485,2007,Spring,DSGN,ARTGR,388,"GR DSN HIST,CRIT II",64,1,2
9563,2007,Spring,DSGN,ARTGR,473,TIME BASE MLTIMEDIA,11,0,0
9576,2007,Spring,DSGN,ARTGR,474,EXHIBITION DESIGN,5,0,0
9595,2007,Spring,DSGN,ARTGR,475,ADVANCED TYPOGRAPHY,19,0,0
9625,2007,Spring,DSGN,ARTGR,476,GRPHC DSN METHODLGY,13,0,0
9652,2007,Spring,DSGN,ARTGR,477,GRAPH DSN PRACTICUM,14,0,0
9671,2007,Spring,DSGN,ARTGR,478,WEB DSGN E-COMMERCE,11,1,9
9727,2007,Spring,DSGN,ARTGR,482,PROFESSNL PRESNTATN,55,0,0
9743,2007,Spring,DSGN,ARTGR,484,STUDIES IN GRPH DSN,21,3,14
9805,2007,Spring,DSGN,ARTGR,490H,INDEP STUDY HONORS,4,0,0
9829,2007,Spring,DSGN,ARTGR,490I,"IND STU COOP,INTERN",8,1,13
9866,2007,Spring,DSGN,ARTGR,492,PUBLCATN DSGN:BOOKS,10,0,0
9901,2007,Spring,DSGN,ARTID,251,HUMN FACTRS INT DSN,54,5,9
9939,2007,Spring,DSGN,ARTID,263,GRPH COM INT DS III,40,2,5
9969,2007,Spring,DSGN,ARTID,267,INT DSIGN STUDIO II,40,0,0
9996,2007,Spring,DSGN,ARTID,351,MATRLS SY&DETAIL II,42,0,0
10010,2007,Spring,DSGN,ARTID,352,INTERIOR SYSTMS III,42,1,2
10046,2007,Spring,DSGN,ARTID,356,INT DSN HIST/THY II,43,2,5
10102,2007,Spring,DSGN,ARTID,367,INT DESIGN STDIO IV,39,0,0
10142,2007,Spring,DSGN,ARTID,461,INT DSN PRO PRACTCE,40,0,0
10156,2007,Spring,DSGN,ARTID,463,ENVIR FOR THE AGING,4,1,25
10185,2007,Spring,DSGN,ARTID,467,INT DESIGN STDIO VI,34,0,0
10193,2007,Spring,DSGN,ARTID,468,INT DSN URBAN SETNG,7,0,0
10209,2007,Spring,DSGN,ARTID,469,ADV STUDI INT DSIGN,22,3,14
10237,2007,Spring,DSGN,ARTID,490,INDEPENDENT STUDY,2,0,0
10359,2007,Spring,DSGN,ARTIS,205X,STUDIO FUNDAMNTLS I,31,5,16
10385,2007,Spring,DSGN,ARTIS,207X,STUDIO FUNDAMTLS II,32,1,3
10397,2007,Spring,DSGN,ARTIS,208,COLOR,34,3,9
10429,2007,Spring,DSGN,ARTIS,209X,STUDIO FUNDMNTS III,32,2,6
10455,2007,Spring,DSGN,ARTIS,211X,STUDIO FUNDMNTLS IV,34,2,6
10530,2007,Spring,DSGN,ARTIS,227,INTRO DIGITAL PHOTO,19,0,0
10576,2007,Spring,DSGN,ARTIS,229,PHOTOGRAPHY I,16,0,0
10608,2007,Spring,DSGN,ARTIS,233,WATERCOLOR PAINTING,34,7,21
10642,2007,Spring,DSGN,ARTIS,238,PAINTING I,13,5,38
10669,2007,Spring,DSGN,ARTIS,246,RESIST&DYED FAB DSN,17,1,6
10688,2007,Spring,DSGN,ARTIS,305,MIXED MEDIA,17,1,6
10724,2007,Spring,DSGN,ARTIS,308,MODELG&VIRTUL PHOTO,19,0,0
10788,2007,Spring,DSGN,ARTIS,311,CNTM ISS STUDIO ART,42,8,19
10800,2007,Spring,DSGN,ARTIS,320,WOOD DESIGN II,9,1,11
10830,2007,Spring,DSGN,ARTIS,322,CERAMICS II,7,0,0
10872,2007,Spring,DSGN,ARTIS,324,JEWELR/METALSMTH II,8,0,0
10912,2007,Spring,DSGN,ARTIS,327,ILLUSTR AS COMMUNIC,5,0,0
10926,2007,Spring,DSGN,ARTIS,329,PHOTOGRAPHY II,17,0,0
10959,2007,Spring,DSGN,ARTIS,330,DRAW III:LIFE DRWNG,32,4,13
10995,2007,Spring,DSGN,ARTIS,335,THREE-DIMENS STUDIO,12,2,17
11021,2007,Spring,DSGN,ARTIS,337,APP BIOL ILLUS TCNQ,1,0,0
11038,2007,Spring,DSGN,ARTIS,338,PAINTING II,11,0,0
11090,2007,Spring,DSGN,ARTIS,347,PRINTED FABRIC DSN,16,1,6
11128,2007,Spring,DSGN,ARTIS,358,LITHOGRAPHY,18,2,11
11150,2007,Spring,DSGN,ARTIS,399,BFA PRO PRACTICE,71,2,3
11166,2007,Spring,DSGN,ARTIS,407,ADVANCED ANIMATION,17,0,0
