,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
201,2008,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,52,0,0
220,2008,Fall,CALS,A E,201,ENTREPRN&INTERN SEM,27,0,0
221,2008,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,35,4,11
239,2008,Fall,CALS,A E,203,CMPTR APPL&MODELING,19,4,21
244,2008,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,35,1,3
263,2008,Fall,CALS,A E,271,PARAM SLD MODEL ENG,24,1,4
264,2008,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,0,0
285,2008,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,21,4,19
286,2008,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,27,6,22
301,2008,Fall,CALS,A E,301,LEADRSHP& ETHCS SEM,12,0,0
302,2008,Spring,CALS,A E,301,LEADRSHP& ETHCS SEM,30,0,0
316,2008,Fall,CALS,A E,326X,BIORENEWABLE SYSTMS,2,0,0
321,2008,Fall,CALS,A E,340,ANALY&DS FIELD MACH,30,1,3
331,2008,Spring,CALS,A E,342,AGRI TRACTOR POWER,30,0,0
343,2008,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,35,2,6
350,2008,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,3,0,0
363,2008,Fall,CALS,A E,401,PROFESSIONLSM SEMNR,26,1,4
377,2008,Fall,CALS,A E,404,A B E INSTRUMENTATN,24,0,0
385,2008,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,2,0,0
403,2008,Fall,CALS,A E,413,FLUID POWER ENGR,24,1,4
417,2008,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,13,0,0
418,2008,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,17,0,0
439,2008,Fall,CALS,A E,416,AG ENGR DESIGN II,18,0,0
440,2008,Spring,CALS,A E,416,AG ENGR DESIGN II,17,0,0
465,2008,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,10,1,10
493,2008,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,9,1,11
503,2008,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,15,0,0
514,2008,Fall,CALS,A E,480,ENGR ANALY BIOL SYS,7,0,0
525,2008,Spring,CALS,A E,490C,IND STU CPTR-A DSGN,2,0,0
532,2008,Summer,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
533,2008,Spring,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
552,2008,Fall,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
553,2008,Spring,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
569,2008,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
580,2008,Fall,CALS,A E,490S,IND STU ENVIR&N RES,7,0,0
615,2008,Summer,CALS,A ECL,312,ECOLOGY,5,1,20
616,2008,Fall,CALS,A ECL,312,ECOLOGY,60,12,20
641,2008,Spring,CALS,A ECL,321,FISH BIOLOGY,18,0,0
680,2008,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,77,18,23
