,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
6,2014,Fall,CALS,A B E,160,SYST PROB SOLV&PROG,40,5,13
14,2014,Fall,CALS,A B E,170,ENG GRPHC&INTRO DSN,67,3,4
22,2014,Fall,CALS,A B E,201,SMNR:PREP FOR WRKPL,18,1,6
30,2014,Fall,CALS,A B E,216,FND AG &BIOSYS ENGR,55,5,9
38,2014,Fall,CALS,A B E,271,PARAM SLD MODEL ENG,21,1,5
46,2014,Fall,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,21,4,19
59,2014,Fall,CALS,A B E,316,APPLD NUMRCL METHDS,63,3,5
66,2014,Fall,CALS,A B E,325,BIORENEWABLE SYSTMS,22,1,5
70,2014,Fall,CALS,A B E,340,ANALY&DS FIELD MACH,36,1,3
78,2014,Fall,CALS,A B E,363,ELEC POWR&ELECTRONC,66,3,5
88,2014,Fall,CALS,A B E,388,SUSTNBL E&INT'L DEV,4,0,0
94,2014,Fall,CALS,A B E,404,A B E INSTRUMENTATN,37,2,5
98,2014,Fall,CALS,A B E,408,GIS &NAT RESRCE MGT,6,0,0
102,2014,Fall,CALS,A B E,413,FLUID POWER ENGR,28,2,7
106,2014,Fall,CALS,A B E,415,AG&BIOSY ENGR DSN I,31,0,0
114,2014,Fall,CALS,A B E,416,AG&BIOSY ENG DSN II,9,0,0
128,2014,Fall,CALS,A B E,418X,FUND OF ENGINR REVW,7,1,14
136,2014,Fall,CALS,A B E,431,SOIL&WTR CONSRVSYS,9,2,22
145,2014,Fall,CALS,A B E,451,FOOD&BIOPROCES ENGR,8,0,0
161,2014,Fall,CALS,A B E,475X,DSGN AN PROD SY ENG,1,0,0
164,2014,Fall,CALS,A B E,480,ENGR ANALY BIOL SYS,13,0,0
177,2014,Fall,CALS,A B E,490H,INDEP STUDY HONORS,1,0,0
188,2014,Fall,CALS,A B E,490P,IND STDY POWER ENGR,1,0,0
628,2014,Fall,CALS,A ECL,312,ECOLOGY,111,26,23
656,2014,Fall,CALS,A ECL,333X,FISHERIES TECHNIQUS,12,0,0
686,2014,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,135,46,34
739,2014,Fall,CALS,A ECL,415,ECOL FRSHWTR INVERT,18,1,6
766,2014,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,9,2,22
797,2014,Fall,CALS,A ECL,451,WILDLIFE ECOL &MGMT,37,0,0
817,2014,Fall,CALS,A ECL,455,INT'L WILDLIFE ISSU,24,0,0
819,2014,Fall,CALS,A ECL,457,HERPETOLOGY,28,2,7
823,2014,Fall,CALS,A ECL,457L,HERPETOLOGY LAB,26,1,4
872,2014,Fall,CALS,A ECL,486,AQUATIC ECOLOGY,19,2,11
887,2014,Fall,CALS,A ECL,486L,AQUATIC ECOLOGY LAB,14,1,7
899,2014,Fall,H SCI,A M D,131,OVRVIEW FASHION IND,195,15,8
905,2014,Fall,H SCI,A M D,165,DRESS&DIVRSTY SOCIE,295,19,6
916,2014,Fall,H SCI,A M D,178,INTR APPRL DSN STDO,24,7,29
925,2014,Fall,H SCI,A M D,204,TEXTILE SCIENCE,105,12,11
937,2014,Fall,H SCI,A M D,210,CPR APP DIGTL DSIGN,55,6,11
947,2014,Fall,H SCI,A M D,221,APPARL ASSEMBL PROC,33,4,12
953,2014,Fall,H SCI,A M D,225,PATTRNMAK I:DRFT&FL,19,3,16
963,2014,Fall,H SCI,A M D,231,PRODUCT DEVELOP&MFG,63,1,2
973,2014,Fall,H SCI,A M D,245,AESTHETC&BRAND IMAG,64,10,16
983,2014,Fall,H SCI,A M D,257,MUSEUM STUDIES,19,1,5
992,2014,Fall,H SCI,A M D,278,FASHION ILLUSTRATN,29,3,10
1002,2014,Fall,H SCI,A M D,301,BASC DSGN CNCP REVW,15,1,7
1008,2014,Fall,H SCI,A M D,305,TEXTL&AP QUAL ASSUR,20,0,0
1016,2014,Fall,H SCI,A M D,321,CPTR INTEGRAT DSIGN,25,1,4
1024,2014,Fall,H SCI,A M D,325,PATTRNMAK II:DRAPNG,23,0,0
1034,2014,Fall,H SCI,A M D,328,DESIGN SEMINAR,7,0,0
1040,2014,Fall,H SCI,A M D,329X,DIGTL TXTLE PRINTNG,8,0,0
1047,2014,Fall,H SCI,A M D,354,HIST EUR&N AM DRESS,38,4,11
1068,2014,Fall,H SCI,A M D,372,SOURCNG&GLOBAL ISSU,60,3,5
1078,2014,Fall,H SCI,A M D,376,MERCH PLAN& CONTROL,48,4,8
1094,2014,Fall,H SCI,A M D,415,TCHNICL DESIGN PROC,37,1,3
1099,2014,Fall,H SCI,A M D,426,CREATV DSIGN PROCES,17,0,0
1113,2014,Fall,H SCI,A M D,467,CONSUMER BEHAVIOR,64,0,0
1118,2014,Fall,H SCI,A M D,475,RETAIL INFO ANALYSI,46,1,2
1136,2014,Fall,H SCI,A M D,490C,IND STU TXTL&AP DSN,1,0,0
1145,2014,Fall,H SCI,A M D,490D,IND STDY AESTHETICS,2,0,0
1166,2014,Fall,H SCI,A M D,490I,IND STDY MERCHANDSG,2,0,0
1177,2014,Fall,H SCI,A M D,490O,IND STDY TECH DESGN,10,0,0
1185,2014,Fall,H SCI,A M D,490T,IND STDY P R&PUBLSH,42,0,0
1191,2014,Fall,H SCI,A M D,490U,INDEP STDY PROD DEV,22,0,0
1199,2014,Fall,H SCI,A M D,495,SENIOR DSIGN STUDIO,31,1,3
1205,2014,Fall,H SCI,A M D,496,FASHN FORCAST&PRODC,28,0,0
1216,2014,Fall,H SCI,A TR,218,ORIE ATHL TRN EXPRC,87,21,24
1222,2014,Fall,H SCI,A TR,219,CLN PRACTM ATH TRNG,23,0,0
1227,2014,Fall,H SCI,A TR,220,BASIC ATHLETC TRAIN,62,5,8
1248,2014,Fall,H SCI,A TR,223,ATHL TRAIN CL PRACT,23,0,0
1263,2014,Fall,H SCI,A TR,226,EVAL ATHLE INJUR II,23,0,0
1268,2014,Fall,H SCI,A TR,227,ATH INJ II CLN PRAC,23,0,0
1278,2014,Fall,H SCI,A TR,323,THERAP MODALT ATHLE,22,0,0
1283,2014,Fall,H SCI,A TR,324,THERA MODALT PRACTM,22,0,0
1298,2014,Fall,H SCI,A TR,425,ADMIN ATHLET TRAING,17,0,0
1303,2014,Fall,H SCI,A TR,450,MED CNCRN ATHL TRNR,17,0,0
1349,2014,Fall,BUS,ACCT,215,LEGAL ENVIRONMT BUS,513,42,8
1395,2014,Fall,BUS,ACCT,284,FINANCIAL ACCOUNTNG,1072,224,21
1444,2014,Fall,BUS,ACCT,285,MANAGERIAL ACCOUNTG,592,81,14
1471,2014,Fall,BUS,ACCT,301,THE ACCOUNTNG CYCLE,190,47,25
1505,2014,Fall,BUS,ACCT,316,BUSINESS LAW,31,2,6
1541,2014,Fall,BUS,ACCT,383,INTMD MANAGERL ACCT,117,17,15
1577,2014,Fall,BUS,ACCT,384,ACCT INFO SYSTEMS,108,19,18
1619,2014,Fall,BUS,ACCT,386,INTMED ACCOUNTING I,118,15,13
1653,2014,Fall,BUS,ACCT,387,INTMD ACCOUNTING II,110,12,11
1675,2014,Fall,BUS,ACCT,484,ADV ACCT INFO SYSTM,17,2,12
1703,2014,Fall,BUS,ACCT,485,PRIN FED INCOME TAX,117,32,27
1741,2014,Fall,BUS,ACCT,488,NONPROFIT INST ACCT,31,2,6
1789,2014,Fall,BUS,ACCT,495,ADV ACCT PROBLEMS,18,1,6
1803,2014,Fall,BUS,ACCT,496,INTERNATIONAL ACCT,21,0,0
1848,2014,Fall,BUS,ACCT,497,INTRO TO AUDITING,64,9,14
1893,2014,Fall,LAS,ADVRT,230,ADVERTISING PRINCIP,270,30,11
1929,2014,Fall,LAS,ADVRT,301,STRATEG PLAN AD&P.R,120,0,0
1966,2014,Fall,LAS,ADVRT,334,ADVERTSNG CREATIVTY,31,0,0
1996,2014,Fall,LAS,ADVRT,335,ADVERT MEDIA PLANNG,24,3,13
2017,2014,Fall,LAS,ADVRT,336,ADVERT ACCOUNT MGMT,19,0,0
2053,2014,Fall,LAS,ADVRT,434,ADVERTISING CAMPGNS,29,0,0
2096,2014,Fall,LAS,ADVRT,497D,SPL TOP CREATV COMM,45,0,0
2101,2014,Fall,LAS,ADVRT,497G,SP TP DATA AUD ANLY,13,1,8
2129,2014,Fall,ENGR,AER E,112,ORIEN LEARNING&TEAM,1,0,0
2154,2014,Fall,ENGR,AER E,160,AEROSPAC ENG PROBLM,168,14,8
2175,2014,Fall,ENGR,AER E,160H,HONORS AER ENG PROB,55,3,5
2200,2014,Fall,ENGR,AER E,161,NUM&GRAPHC&LAB TCNQ,40,9,23
2285,2014,Fall,ENGR,AER E,261,INTRO PERFRMNC&DSGN,143,14,10
2326,2014,Fall,ENGR,AER E,290C,INDEPENDENT STUDY,122,15,12
