,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
222,2009,Fall,CALS,A E,201,ENTREPRN&INTERN SEM,21,0,0
265,2009,Fall,CALS,A E,271,PARAM SLD MODEL ENG,26,0,0
287,2009,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,25,4,16
303,2009,Fall,CALS,A E,301,LEADRSHP& ETHCS SEM,8,0,0
306,2009,Fall,CALS,A E,316,APPLD NUMRCL METHDS,26,2,8
311,2009,Fall,CALS,A E,325,BIORENEWABLE SYSTMS,15,0,0
322,2009,Fall,CALS,A E,340,ANALY&DS FIELD MACH,21,1,5
344,2009,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,26,0,0
351,2009,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,3,0,0
364,2009,Fall,CALS,A E,401,PROFESSIONLSM SEMNR,16,1,6
378,2009,Fall,CALS,A E,404,A B E INSTRUMENTATN,38,0,0
386,2009,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,4,0,0
396,2009,Fall,CALS,A E,411,BIOPROCES&BIOPRODCT,4,0,0
404,2009,Fall,CALS,A E,413,FLUID POWER ENGR,26,0,0
419,2009,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,28,0,0
441,2009,Fall,CALS,A E,416,AG ENGR DESIGN II,13,0,0
466,2009,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,16,0,0
482,2009,Fall,CALS,A E,451,FOOD&BIOPROCES ENGR,3,0,0
534,2009,Fall,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
554,2009,Fall,CALS,A E,490P,IND STDY POWER ENGR,2,0,0
581,2009,Fall,CALS,A E,490S,IND STU ENVIR&N RES,10,0,0
618,2009,Fall,CALS,A ECL,312,ECOLOGY,98,25,26
681,2009,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,113,25,22
706,2009,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,32,4,13
742,2009,Fall,CALS,A ECL,418,STREAM ECOLOGY,3,0,0
760,2009,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,3,0,0
772,2009,Fall,CALS,A ECL,441,FISHERIES TECHNQUES,8,0,0
792,2009,Fall,CALS,A ECL,451,WILDLIFE ECOL &MGMT,18,1,6
864,2009,Fall,CALS,A ECL,486,AQUATIC ECOLOGY,13,4,31
882,2009,Fall,CALS,A ECL,486L,AQUATIC ECOLOGY LAB,10,0,0
1334,2009,Fall,BUS,ACCT,215,LEGAL ENVIRONMT BUS,466,36,8
1380,2009,Fall,BUS,ACCT,284,FINANCIAL ACCOUNTNG,1002,100,10
1429,2009,Fall,BUS,ACCT,285,MANAGERIAL ACCOUNTG,490,70,14
1498,2009,Fall,BUS,ACCT,316,BUSINESS LAW,32,0,0
1526,2009,Fall,BUS,ACCT,383,INTMD MANAGERL ACCT,120,21,18
1567,2009,Fall,BUS,ACCT,384,ACCT INFO SYSTEMS,115,6,5
1604,2009,Fall,BUS,ACCT,386,INTMED ACCOUNTING I,116,14,12
1643,2009,Fall,BUS,ACCT,387,INTMD ACCOUNTING II,102,8,8
1679,2009,Fall,BUS,ACCT,484X,ADV ACCT INFO SYSTM,7,2,29
1693,2009,Fall,BUS,ACCT,485,PRIN FED INCOME TAX,102,13,13
1732,2009,Fall,BUS,ACCT,488,NONPROFIT INST ACCT,22,0,0
1779,2009,Fall,BUS,ACCT,495,ADV ACCT PROBLEMS,16,0,0
1812,2009,Fall,BUS,ACCT,496X,INTERNATIONAL ACCT,3,1,33
1833,2009,Fall,BUS,ACCT,497,INTRO TO AUDITING,54,1,2
1879,2009,Fall,LAS,ADVRT,230,ADVERTISING PRINCIP,243,41,17
1919,2009,Fall,LAS,ADVRT,301,STRATEG PLAN AD&P R,89,0,0
1956,2009,Fall,LAS,ADVRT,334,ADVERTSNG CREATIVTY,36,0,0
1986,2009,Fall,LAS,ADVRT,335,ADVERT MEDIA PLANNG,27,0,0
2043,2009,Fall,LAS,ADVRT,434,ADVERTISING CAMPGNS,29,0,0
2091,2009,Fall,LAS,ADVRT,497C,SPL TOP MEDIA&MINDS,16,0,0
2124,2009,Fall,ENGR,AER E,101H,ENGR HONORS ORIENTA,87,1,1
2127,2009,Fall,ENGR,AER E,112,ORIEN LEARNING&TEAM,1,1,100
2144,2009,Fall,ENGR,AER E,160,AEROSPAC ENG PROBLM,97,19,20
2169,2009,Fall,ENGR,AER E,160H,HONORS AER ENG PROB,89,7,8
2190,2009,Fall,ENGR,AER E,161,NUM&GRAPHC&LAB TCNQ,29,2,7
2241,2009,Fall,ENGR,AER E,243,AERODYNAMICS I,47,16,34
2261,2009,Fall,ENGR,AER E,243L,AERODYNAMICS LAB I,42,1,2
2275,2009,Fall,ENGR,AER E,261,INTRO AEROSPAC ENGR,78,9,12
2301,2009,Fall,ENGR,AER E,265,SCI BALLOON ENGR&OP,4,0,0
2316,2009,Fall,ENGR,AER E,290C,INDEPENDENT STUDY,49,2,4
2389,2009,Fall,ENGR,AER E,321,FLIGHT STRUCT ANALY,77,11,14
2474,2009,Fall,ENGR,AER E,351,ASTRODYNAMICS I,72,16,22
2494,2009,Fall,ENGR,AER E,351H,HONORS ASTRODYNAM I,17,4,24
2502,2009,Fall,ENGR,AER E,355,AIRCRFT FLI DYN&CTL,85,12,14
2528,2009,Fall,ENGR,AER E,361,COMP TECHNQ AER DSN,26,7,27
2567,2009,Fall,ENGR,AER E,411,AERO VEHIC PROPUL I,95,5,5
2627,2009,Fall,ENGR,AER E,423,COMPOSITE FLT STRUC,44,6,14
2660,2009,Fall,ENGR,AER E,442,V/STOL AERODYN&PERF,44,5,11
2673,2009,Fall,ENGR,AER E,446,COMPUT FLUID DYNAM,21,11,52
2697,2009,Fall,ENGR,AER E,451,ASTRODYNAMICS II,31,4,13
2729,2009,Fall,ENGR,AER E,461,MOD DESIGN METHODOL,77,2,3
2759,2009,Fall,ENGR,AER E,462,DESIGN AEROSPAC SYS,21,0,0
2799,2009,Fall,ENGR,AER E,466,MULTIDISC ENGR DSGN,8,1,13
2837,2009,Fall,ENGR,AER E,490A,IND STU A/GAS DYNAM,10,0,0
2856,2009,Fall,ENGR,AER E,490B,IND STDY PROPULSION,1,0,0
2877,2009,Fall,ENGR,AER E,490C,IND STU AEROS STRUC,2,0,0
2911,2009,Fall,ENGR,AER E,490E,IND STU SPACECR SYS,16,0,0
2939,2009,Fall,ENGR,AER E,490F,IND ST FLT CONT SYS,1,0,0
2964,2009,Fall,ENGR,AER E,490H,INDEP STUDY HONORS,2,0,0
2999,2009,Fall,ENGR,AER E,490J,IND STU NONDESTR EV,6,0,0
3027,2009,Fall,ENGR,AER E,490O,INDEPENDENT STUDY,38,4,11
3058,2009,Fall,ENGR,AER E,499,SENIOR PROJECT,2,2,100
3062,2009,Fall,H SCI,AESHM,111,PRO DEVEL FOR AESHM,184,11,6
3244,2009,Fall,H SCI,AESHM,271,P R & EVENT MGMT I,67,2,3
3264,2009,Fall,H SCI,AESHM,275,MERCHANDISING,79,2,3
3289,2009,Fall,H SCI,AESHM,287,PRIN MGMT HUMAN SCI,59,4,7
3308,2009,Fall,H SCI,AESHM,311,SEM CAREERS&INTERNS,76,0,0
3330,2009,Fall,H SCI,AESHM,340,HSPTY&APPARL MARKTG,81,1,1
3350,2009,Fall,H SCI,AESHM,342,AESTHETC OF EVERYDY,80,6,8
3389,2009,Fall,H SCI,AESHM,379,COMMUNITY LEADERSHP,37,3,8
3600,2009,Fall,H SCI,AESHM,477,MLTI-CHANNL RETAILI,56,4,7
3623,2009,Fall,INDIS,AF AM,201,INTRO AFRIC AMER ST,66,17,26
3673,2009,Fall,INDIS,AF AM,330,ETHNIC&RACE RELATNS,13,3,23
3715,2009,Fall,INDIS,AF AM,347,AFRIC AM LIT TO1960,6,3,50
3756,2009,Fall,INDIS,AF AM,460,SEM AFRIC AMER CULT,1,0,0
