,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
1,2017,Fall,CALS,A B E,102X,LEARNING COMMUNITIE,79,4,5
11,2017,Fall,CALS,A B E,160,SYST PROB SOLV&PROG,55,9,16
19,2017,Fall,CALS,A B E,170,ENG GRPHC&INTRO DSN,65,2,3
27,2017,Fall,CALS,A B E,201,SMNR:PREP FOR WRKPL,12,0,0
33,2017,Fall,CALS,A B E,216,FND AG &BIOSYS ENGR,86,13,15
43,2017,Fall,CALS,A B E,271,PARAM SLD MODEL ENG,38,2,5
51,2017,Fall,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,38,4,11
55,2017,Fall,CALS,A B E,273,CAD FACILT&LAND USE,32,3,9
63,2017,Fall,CALS,A B E,316,APPLD NUMRCL METHDS,51,3,6
69,2017,Fall,CALS,A B E,325,BIORENEWABLE SYSTMS,23,1,4
73,2017,Fall,CALS,A B E,340,ANALY&DS FIELD MACH,31,0,0
81,2017,Fall,CALS,A B E,363,ELEC POWR&ELECTRONC,56,2,4
91,2017,Fall,CALS,A B E,388,SUSTNBL E&INT'L DEV,9,1,11
97,2017,Fall,CALS,A B E,404,A B E INSTRUMENTATN,61,2,3
105,2017,Fall,CALS,A B E,413,FLUID POWER ENGR,30,1,3
111,2017,Fall,CALS,A B E,415,AG&BIOSY ENGR DSN I,41,0,0
119,2017,Fall,CALS,A B E,416,AG&BIOSY ENG DSN II,20,0,0
125,2017,Fall,CALS,A B E,418,FUND ENGINRG REVIEW,27,3,11
139,2017,Fall,CALS,A B E,431,SOIL&WTR CONSRV SYS,19,1,5
144,2017,Fall,CALS,A B E,437,WATERSHD MODL&POLCY,1,0,0
158,2017,Fall,CALS,A B E,475,DSIGN ANIM PROD SYS,3,1,33
167,2017,Fall,CALS,A B E,480,ENGR ANALY BIOL SYS,14,0,0
174,2017,Fall,CALS,A B E,490F,IND STU:FOOD ENGINR,1,0,0
176,2017,Fall,CALS,A B E,490G,INDEPENDENT STUDY,1,0,0
634,2017,Fall,CALS,A ECL,312,ECOLOGY,104,23,22
655,2017,Fall,CALS,A ECL,333,FISHERIES TECHNIQS,12,3,25
689,2017,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,145,40,28
714,2017,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,41,7,17
746,2017,Fall,CALS,A ECL,418,STREAM ECOLOGY,10,1,10
769,2017,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,11,0,0
822,2017,Fall,CALS,A ECL,457,HERPETOLOGY,37,4,11
826,2017,Fall,CALS,A ECL,457L,HERPETOLOGY LAB,32,1,3
877,2017,Fall,CALS,A ECL,486,AQUATIC ECOLOGY,21,0,0
891,2017,Fall,CALS,A ECL,486L,AQUATIC ECOLOGY LAB,17,3,18
895,2017,Fall,H SCI,A M D,121,APPARL ASSEMBL PROC,39,5,13
902,2017,Fall,H SCI,A M D,131,FASHION PRODCTS&MKT,205,15,7
912,2017,Fall,H SCI,A M D,165,DRESS&DIVRSTY SOCIE,288,11,4
921,2017,Fall,H SCI,A M D,178,INTR APPRL DSN STDO,45,3,7
931,2017,Fall,H SCI,A M D,204,TEXTILE SCIENCE,112,10,9
943,2017,Fall,H SCI,A M D,210,CPR APP DIGTL DSIGN,70,5,7
959,2017,Fall,H SCI,A M D,225,PATTRNMAK I:DRFT&FL,19,2,11
969,2017,Fall,H SCI,A M D,231,PRODUCT DEVELOP&MFG,70,1,1
979,2017,Fall,H SCI,A M D,245,AESTHETC&BRAND IMAG,78,6,8
986,2017,Fall,H SCI,A M D,257,MUSEUM STUDIES,28,6,21
988,2017,Fall,H SCI,A M D,275,RETAIL MERCHANDISNG,120,7,6
998,2017,Fall,H SCI,A M D,278,FASHION ILLUSTRATN,21,1,5
1011,2017,Fall,H SCI,A M D,305,TEXTL&AP QUAL ASSUR,10,1,10
1021,2017,Fall,H SCI,A M D,321,CPTR INTEGRAT DSIGN,32,3,9
1030,2017,Fall,H SCI,A M D,325,PATTRNMAK II:DRAPNG,20,3,15
1038,2017,Fall,H SCI,A M D,329,DIGTL TXTLE PRINTNG,9,1,11
1050,2017,Fall,H SCI,A M D,354,HIST EUR&N AM DRESS,121,35,29
1051,2017,Fall,H SCI,A M D,354H,HONORS HISTRY DRESS,1,0,0
1074,2017,Fall,H SCI,A M D,372,SOURCNG&GLOBAL ISSU,60,2,3
1084,2017,Fall,H SCI,A M D,376,MERCH PLAN& CONTROL,69,3,4
1087,2017,Fall,H SCI,A M D,377,VISUAL PRESNTN&PRMO,52,0,0
1097,2017,Fall,H SCI,A M D,415,TCHNICL DESIGN PROC,36,1,3
1116,2017,Fall,H SCI,A M D,467,CONSUMR STDI APPARL,93,0,0
1123,2017,Fall,H SCI,A M D,475,RETAIL INFO ANALYSI,43,1,2
1130,2017,Fall,H SCI,A M D,490A,IND STU TEXTILE SCI,1,0,0
1142,2017,Fall,H SCI,A M D,490C,IND STU TXTL&AP DSN,10,1,10
1154,2017,Fall,H SCI,A M D,490E,IND ST ENTREPRENEUR,10,0,0
1158,2017,Fall,H SCI,A M D,490F,IND STU PSY OF DRSS,28,13,46
1196,2017,Fall,H SCI,A M D,490W,IND STDY:FASHN SHOW,7,0,0
1203,2017,Fall,H SCI,A M D,495,SENIOR DSIGN STUDIO,27,0,0
1215,2017,Fall,H SCI,A M D,499,UNDERGRAD RESEARCH,3,0,0
1219,2017,Fall,H SCI,A TR,218,ORIE ATHL TRN EXPRC,52,4,8
1225,2017,Fall,H SCI,A TR,219,CLN PRACTM ATH TRNG,15,0,0
1234,2017,Fall,H SCI,A TR,220,BASIC ATHLETC TRAIN,60,6,10
