,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
0,2016,Fall,CALS,A B E,102X,LEARNING COMMUNITIE,74,2,3
9,2016,Fall,CALS,A B E,160,SYST PROB SOLV&PROG,50,9,18
17,2016,Fall,CALS,A B E,170,ENG GRPHC&INTRO DSN,70,1,1
25,2016,Fall,CALS,A B E,201,SMNR:PREP FOR WRKPL,15,0,0
32,2016,Fall,CALS,A B E,216,FND AG &BIOSYS ENGR,113,15,13
41,2016,Fall,CALS,A B E,271,PARAM SLD MODEL ENG,31,8,26
49,2016,Fall,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,31,4,13
61,2016,Fall,CALS,A B E,316,APPLD NUMRCL METHDS,41,0,0
68,2016,Fall,CALS,A B E,325,BIORENEWABLE SYSTMS,19,1,5
72,2016,Fall,CALS,A B E,340,ANALY&DS FIELD MACH,31,0,0
80,2016,Fall,CALS,A B E,363,ELEC POWR&ELECTRONC,51,1,2
90,2016,Fall,CALS,A B E,388,SUSTNBL E&INT'L DEV,7,0,0
96,2016,Fall,CALS,A B E,404,A B E INSTRUMENTATN,39,1,3
104,2016,Fall,CALS,A B E,413,FLUID POWER ENGR,21,0,0
109,2016,Fall,CALS,A B E,415,AG&BIOSY ENGR DSN I,23,0,0
117,2016,Fall,CALS,A B E,416,AG&BIOSY ENG DSN II,17,0,0
123,2016,Fall,CALS,A B E,418,FUND ENGINRG REVIEW,26,2,8
138,2016,Fall,CALS,A B E,431,SOIL&WTR CONSRV SYS,7,0,0
156,2016,Fall,CALS,A B E,475,DSIGN ANIM PROD SYS,1,0,0
166,2016,Fall,CALS,A B E,480,ENGR ANALY BIOL SYS,22,0,0
168,2016,Fall,CALS,A B E,490B,IND ST:BIORNW RSRCE,1,0,0
171,2016,Fall,CALS,A B E,490E,IND ST:ENVIR BIOPRC,1,0,0
179,2016,Fall,CALS,A B E,490H,INDEP STUDY HONORS,1,0,0
183,2016,Fall,CALS,A B E,490L,IND STU LAND&WATR E,1,0,0
632,2016,Fall,CALS,A ECL,312,ECOLOGY,118,24,20
654,2016,Fall,CALS,A ECL,333,FISHERIES TECHNIQS,9,1,11
688,2016,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,138,28,20
712,2016,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,17,1,6
740,2016,Fall,CALS,A ECL,415,ECOL FRSHWTR INVERT,15,0,0
768,2016,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,5,0,0
799,2016,Fall,CALS,A ECL,451,WILDLIFE ECOL &MGMT,29,0,0
818,2016,Fall,CALS,A ECL,455,INT'L WILDLIFE ISSU,26,1,4
821,2016,Fall,CALS,A ECL,457,HERPETOLOGY,25,0,0
825,2016,Fall,CALS,A ECL,457L,HERPETOLOGY LAB,27,1,4
876,2016,Fall,CALS,A ECL,486,AQUATIC ECOLOGY,15,4,27
890,2016,Fall,CALS,A ECL,486L,AQUATIC ECOLOGY LAB,11,1,9
894,2016,Fall,H SCI,A M D,121,APPARL ASSEMBL PROC,40,8,20
901,2016,Fall,H SCI,A M D,131,OVRVIEW FASHION IND,204,17,8
910,2016,Fall,H SCI,A M D,165,DRESS&DIVRSTY SOCIE,299,20,7
919,2016,Fall,H SCI,A M D,178,INTR APPRL DSN STDO,44,4,9
929,2016,Fall,H SCI,A M D,204,TEXTILE SCIENCE,94,13,14
941,2016,Fall,H SCI,A M D,210,CPR APP DIGTL DSIGN,71,11,15
957,2016,Fall,H SCI,A M D,225,PATTRNMAK I:DRFT&FL,16,2,13
967,2016,Fall,H SCI,A M D,231,PRODUCT DEVELOP&MFG,69,4,6
977,2016,Fall,H SCI,A M D,245,AESTHETC&BRAND IMAG,85,11,13
985,2016,Fall,H SCI,A M D,257,MUSEUM STUDIES,29,2,7
987,2016,Fall,H SCI,A M D,275,RETAIL MERCHANDISNG,112,6,5
996,2016,Fall,H SCI,A M D,278,FASHION ILLUSTRATN,29,0,0
1010,2016,Fall,H SCI,A M D,305,TEXTL&AP QUAL ASSUR,16,0,0
1012,2016,Fall,H SCI,A M D,310,CPR-INTGRT TXTL DSN,6,1,17
1019,2016,Fall,H SCI,A M D,321,CPTR INTEGRAT DSIGN,29,2,7
1028,2016,Fall,H SCI,A M D,325,PATTRNMAK II:DRAPNG,18,1,6
1043,2016,Fall,H SCI,A M D,329X,DIGTL TXTLE PRINTNG,10,0,0
1049,2016,Fall,H SCI,A M D,354,HIST EUR&N AM DRESS,122,12,10
1072,2016,Fall,H SCI,A M D,372,SOURCNG&GLOBAL ISSU,67,3,4
1082,2016,Fall,H SCI,A M D,376,MERCH PLAN& CONTROL,75,8,11
1086,2016,Fall,H SCI,A M D,377,BRAND MGMT&PROMOTNS,59,0,0
1096,2016,Fall,H SCI,A M D,415,TCHNICL DESIGN PROC,31,0,0
1115,2016,Fall,H SCI,A M D,467,CONSUMER BEHAVIOR,83,0,0
1121,2016,Fall,H SCI,A M D,475,RETAIL INFO ANALYSI,57,3,5
1129,2016,Fall,H SCI,A M D,490A,IND STU TEXTILE SCI,4,0,0
1132,2016,Fall,H SCI,A M D,490B,IND ST TX&DRESS HIS,1,0,0
1140,2016,Fall,H SCI,A M D,490C,IND STU TXTL&AP DSN,7,1,14
1150,2016,Fall,H SCI,A M D,490D,IND STDY AESTHETICS,8,0,0
1157,2016,Fall,H SCI,A M D,490F,IND STU SOC&PSY T C,1,0,0
1163,2016,Fall,H SCI,A M D,490H,INDEP STUDY HONORS,1,0,0
1171,2016,Fall,H SCI,A M D,490I,IND STDY MERCHANDSG,45,21,47
1202,2016,Fall,H SCI,A M D,495,SENIOR DSIGN STUDIO,20,0,0
1213,2016,Fall,H SCI,A M D,499,UNDERGRAD RESEARCH,2,1,50
1218,2016,Fall,H SCI,A TR,218,ORIE ATHL TRN EXPRC,66,16,24
1224,2016,Fall,H SCI,A TR,219,CLN PRACTM ATH TRNG,15,0,0
1231,2016,Fall,H SCI,A TR,220,BASIC ATHLETC TRAIN,67,4,6
1250,2016,Fall,H SCI,A TR,223,ATHL TRAIN CL PRACT,15,0,0
1265,2016,Fall,H SCI,A TR,226,EVAL ATHLE INJUR II,15,0,0
1270,2016,Fall,H SCI,A TR,227,ATH INJ II CLN PRAC,17,1,6
1280,2016,Fall,H SCI,A TR,323,THERAP MODALT ATHLE,17,1,6
1285,2016,Fall,H SCI,A TR,324,THERA MODALT PRACTM,17,1,6
1300,2016,Fall,H SCI,A TR,425,ADMIN ATHLET TRAING,20,0,0
1305,2016,Fall,H SCI,A TR,450,MED CNCRN ATHL TRNR,20,0,0
1355,2016,Fall,BUS,ACCT,215,LEGAL ENVIRONMT BUS,593,68,11
1401,2016,Fall,BUS,ACCT,284,FINANCIAL ACCOUNTNG,1121,248,22
1450,2016,Fall,BUS,ACCT,285,MANAGERIAL ACCOUNTG,723,107,15
1477,2016,Fall,BUS,ACCT,301,THE ACCOUNTNG CYCLE,181,61,34
1507,2016,Fall,BUS,ACCT,316,BUSINESS LAW,32,1,3
1547,2016,Fall,BUS,ACCT,383,INTMD MANAGERL ACCT,123,20,16
1581,2016,Fall,BUS,ACCT,384,ACCT INFO SYSTEMS,125,15,12
1625,2016,Fall,BUS,ACCT,386,INTMED ACCOUNTING I,127,24,19
1657,2016,Fall,BUS,ACCT,387,INTMD ACCOUNTING II,114,10,9
1677,2016,Fall,BUS,ACCT,484,ADV ACCT INFO SYSTM,24,1,4
1707,2016,Fall,BUS,ACCT,485,PRIN FED INCOME TAX,124,24,19
1743,2016,Fall,BUS,ACCT,488,NONPROFIT INST ACCT,20,2,10
1793,2016,Fall,BUS,ACCT,495,ADV ACCT PROBLEMS,24,0,0
