,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
206,2013,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,76,4,5
214,2013,Spring,CALS,A E,170,ENG GRPHC&INTRO DSN,21,0,0
231,2013,Spring,CALS,A E,201,SMNR:PREP FOR WRKPL,21,1,5
252,2013,Spring,CALS,A E,218,PROJ MGT&DESIGN ABE,39,1,3
274,2013,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,0,0
296,2013,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,26,1,4
336,2013,Spring,CALS,A E,342,AGRI TRACTOR POWER,33,0,0
371,2013,Spring,CALS,A E,403,MODEL&CNTRLS AG SYS,6,2,33
392,2013,Spring,CALS,A E,410,ELE SYS INTEGRAT AG,8,0,0
428,2013,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,10,0,0
450,2013,Spring,CALS,A E,416,AG ENGR DESIGN II,15,0,0
455,2013,Spring,CALS,A E,424A,AIR POLLUT AIR QUAL,2,0,0
457,2013,Spring,CALS,A E,424B,AIR POLLUT &CLIMATE,3,0,0
460,2013,Spring,CALS,A E,424E,AIR POLLUT AG SOURC,2,0,0
498,2013,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,16,0,0
511,2013,Spring,CALS,A E,478,WOOD-FRM STRUC DSGN,17,0,0
541,2013,Spring,CALS,A E,490H,INDEP STUDY HONORS,1,0,0
560,2013,Spring,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
565,2013,Spring,CALS,A E,490Q,IND STDY STRUCTURES,1,0,0
590,2013,Spring,CALS,A E,490S,IND STU ENVIR&N RES,2,1,50
646,2013,Spring,CALS,A ECL,321,FISH BIOLOGY,17,1,6
695,2013,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,43,4,9
724,2013,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,5,0,0
751,2013,Spring,CALS,A ECL,425,AQUATIC INSECTS,7,2,29
803,2013,Spring,CALS,A ECL,454,PRIN WILDLIF DISEAS,32,0,0
832,2013,Spring,CALS,A ECL,458,ORNITHOLOGY,31,6,19
849,2013,Spring,CALS,A ECL,459,MAMMALOGY,48,0,0
1347,2013,Spring,BUS,ACCT,215,LEGAL ENVIRONMT BUS,556,55,10
1393,2013,Spring,BUS,ACCT,284,FINANCIAL ACCOUNTNG,1181,180,15
1442,2013,Spring,BUS,ACCT,285,MANAGERIAL ACCOUNTG,542,96,18
1469,2013,Spring,BUS,ACCT,301,THE ACCOUNTNG CYCLE,144,27,19
1539,2013,Spring,BUS,ACCT,383,INTMD MANAGERL ACCT,130,18,14
1576,2013,Spring,BUS,ACCT,384,ACCT INFO SYSTEMS,121,17,14
1617,2013,Spring,BUS,ACCT,386,INTMED ACCOUNTING I,115,23,20
1652,2013,Spring,BUS,ACCT,387,INTMD ACCOUNTING II,102,27,26
1665,2013,Spring,BUS,ACCT,483,ADV MANAGERIAL ACCT,30,2,7
1702,2013,Spring,BUS,ACCT,485,PRIN FED INCOME TAX,113,39,35
1717,2013,Spring,BUS,ACCT,487,VOLUN INCM TAX ASSI,20,3,15
1740,2013,Spring,BUS,ACCT,488,NONPROFIT INST ACCT,13,2,15
1761,2013,Spring,BUS,ACCT,490,INDEPENDENT STUDY,1,0,0
1788,2013,Spring,BUS,ACCT,495,ADV ACCT PROBLEMS,19,4,21
