,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
197,2004,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,32,1,3
208,2004,Spring,CALS,A E,160X,ENGR PROBS&CPTR LAB,18,0,0
240,2004,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,29,1,3
256,2004,Spring,CALS,A E,271,PARAM SLD MODEL ENG,14,0,0
278,2004,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,29,4,14
327,2004,Spring,CALS,A E,342,AGRI TRACTOR POWER,37,0,0
432,2004,Spring,CALS,A E,416,AG ENGR DESIGN II,11,0,0
489,2004,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,9,0,0
500,2004,Spring,CALS,A E,472,ENVIR MODIF SYS BIO,4,0,0
520,2004,Spring,CALS,A E,490C,IND STD CPTR-A DSGN,13,1,8
544,2004,Spring,CALS,A E,490P,IND STDY POWR &MACH,5,0,0
562,2004,Spring,CALS,A E,490Q,IND STDY STRUCTURES,1,0,0
566,2004,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
574,2004,Spring,CALS,A E,490S,IND STD ENVIR&N RES,1,0,0
596,2004,Spring,CALS,A ECL,130,WILDLIFE&AGRICULTUR,68,27,40
600,2004,Spring,CALS,A ECL,211,ANIMAL ECOL CAREERS,37,0,0
637,2004,Spring,CALS,A ECL,321,FISH BIOLOGY,17,2,12
652,2004,Spring,CALS,A ECL,330,INTERPR NAT RESOURC,38,3,8
658,2004,Spring,CALS,A ECL,350,ECOLOG METHDS&ANALY,39,5,13
665,2004,Spring,CALS,A ECL,362,NATU HIST REPT&AMPH,30,1,3
668,2004,Spring,CALS,A ECL,363,NATURAL HIST BIRDS,35,0,0
673,2004,Spring,CALS,A ECL,364,NATURL HIST MAMMALS,11,1,9
715,2004,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,21,1,5
736,2004,Spring,CALS,A ECL,413,COMMUNTY ECOLGY&MGT,15,5,33
774,2004,Spring,CALS,A ECL,442,AQUACULTURE,8,3,38
785,2004,Spring,CALS,A ECL,450X,PERSP WILDLIF CNSRV,10,0,0
1320,2004,Spring,BUS,ACCT,215,LEGAL ENVIRONMT BUS,492,37,8
1366,2004,Spring,BUS,ACCT,284,FINANCIAL ACCOUNTNG,539,99,18
1415,2004,Spring,BUS,ACCT,285,MANAGERIAL ACCOUNTG,574,237,41
1489,2004,Spring,BUS,ACCT,316,BUSINESS LAW,37,2,5
1512,2004,Spring,BUS,ACCT,383,INTMD MANAGERL ACCT,96,3,3
1557,2004,Spring,BUS,ACCT,384,ACCT INFO SYSTEMS,74,6,8
1590,2004,Spring,BUS,ACCT,386,INTMED ACCOUNTING I,83,10,12
1634,2004,Spring,BUS,ACCT,387,INTMD ACCOUNTING II,93,27,29
1684,2004,Spring,BUS,ACCT,485,PRIN FED INCOME TAX,66,4,6
1724,2004,Spring,BUS,ACCT,488,NONPROFIT INST ACCT,48,3,6
1752,2004,Spring,BUS,ACCT,490,INDEPENDENT STUDY,7,0,0
1770,2004,Spring,BUS,ACCT,495,ADV ACCT PROBLEMS,15,1,7
1819,2004,Spring,BUS,ACCT,497,INTRO TO AUDITING,61,4,7
1870,2004,Spring,LAS,ADVRT,230,ADVERTISING PRINCIP,251,36,14
1905,2004,Spring,LAS,ADVRT,301,STRATEG PLAN AD &PR,52,1,2
1946,2004,Spring,LAS,ADVRT,334,ADVERTSNG CREATIVTY,17,0,0
1977,2004,Spring,LAS,ADVRT,335,ADVERT MEDIA BUYING,44,1,2
2034,2004,Spring,LAS,ADVRT,434,ADVERTISING CAMPGNS,33,1,3
2062,2004,Spring,LAS,ADVRT,435,ADV AD/PUB REL CAMP,42,3,7
2135,2004,Spring,ENGR,AER E,160,AEROSPAC ENG PROBLM,22,1,5
2181,2004,Spring,ENGR,AER E,161,NUM&GRAPH TCHNQ AER,78,10,13
2209,2004,Spring,ENGR,AER E,161H,HON NUM&GRAPH TCHNQ,8,0,0
2226,2004,Spring,ENGR,AER E,202,INSTRUMENTATION LAB,91,11,12
2228,2004,Spring,ENGR,AER E,202H,HONR INSTRUMNTN LAB,8,0,0
2232,2004,Spring,ENGR,AER E,243,AERODYNAMICS I,58,18,31
2252,2004,Spring,ENGR,AER E,243L,AERODYNAMICS LAB I,51,2,4
2266,2004,Spring,ENGR,AER E,261,INTRO AEROSPAC ENGR,23,2,9
2336,2004,Spring,ENGR,AER E,290X,INDEPENDENT STUDY,28,6,21
2354,2004,Spring,ENGR,AER E,311,GAS DYNAMICS,49,15,31
2375,2004,Spring,ENGR,AER E,311L,GAS DYNAMICS LAB,46,0,0
2382,2004,Spring,ENGR,AER E,312,AER VEHICL PROPULSN,33,3,9
2421,2004,Spring,ENGR,AER E,331,FLGHT CONTROL SYS I,79,24,30
2441,2004,Spring,ENGR,AER E,343,AERODYNAMICS II,83,6,7
2448,2004,Spring,ENGR,AER E,343L,AERODYNAMICS LAB II,81,2,2
2519,2004,Spring,ENGR,AER E,361,COMP TECHNQ AER DSN,52,2,4
2594,2004,Spring,ENGR,AER E,421,ADV FLIGHT STRUCTRS,63,0,0
2615,2004,Spring,ENGR,AER E,422,VIBRATN&AEROELASTIC,13,5,38
2689,2004,Spring,ENGR,AER E,451,ASTRODYNAMICS II,15,0,0
2720,2004,Spring,ENGR,AER E,461,MOD DESIGN METHODOL,17,0,0
2750,2004,Spring,ENGR,AER E,462,DESIGN AEROSPAC SYS,44,1,2
2784,2004,Spring,ENGR,AER E,464,SPACECFT SYST ANALY,28,4,14
2830,2004,Spring,ENGR,AER E,490A,IND STD A/GAS DYNAM,1,0,0
2869,2004,Spring,ENGR,AER E,490C,IND STD AEROS STRUC,1,0,0
2908,2004,Spring,ENGR,AER E,490E,IND STD SPACECR SYS,2,0,0
2933,2004,Spring,ENGR,AER E,490F,IND ST FLT CONT SYS,1,0,0
2956,2004,Spring,ENGR,AER E,490H,INDEP STUDY HONORS,1,0,0
2979,2004,Spring,ENGR,AER E,490I,INDEP STUDY DESIGN,3,0,0
3023,2004,Spring,ENGR,AER E,490M,IND STD SENIOR PROJ,13,0,0
3613,2004,Spring,INDIS,AF AM,201,INTRO AFRIC AMER ST,21,8,38
3659,2004,Spring,INDIS,AF AM,330,ETHNIC&RACE RELATNS,9,1,11
3718,2004,Spring,INDIS,AF AM,348,CONTEMP AFRI AM LIT,6,2,33
3724,2004,Spring,INDIS,AF AM,350,AFRICAN AMERI WOMEN,3,0,0
3766,2004,Spring,INDIS,AF AM,490,INDEPENDENT STUDY,1,0,0
3784,2004,Spring,LAS,AFAS,102,LEADERSHIP LAB I,42,7,17
3815,2004,Spring,LAS,AFAS,142,U S AIR FORCE TODAY,45,3,7
3864,2004,Spring,LAS,AFAS,202,LEADERSHIP LAB II,39,8,21
3895,2004,Spring,LAS,AFAS,242,AIR POWER DEVELOPMT,47,4,9
3924,2004,Spring,LAS,AFAS,302,LEADERSHIP LAB III,26,1,4
3955,2004,Spring,LAS,AFAS,342,AIR F MGT&LEADERSHP,33,0,0
3984,2004,Spring,LAS,AFAS,402,LEADERSHIP LAB IV,21,3,14
4015,2004,Spring,LAS,AFAS,442,NATL SECURITY FORCE,24,3,13
4100,2004,Spring,CALS,AGEDS,112,AG BIOTECHN COLLOQ,8,0,0
4136,2004,Spring,CALS,AGEDS,211A,FIELD EXP HIGH SCHL,17,2,12
4168,2004,Spring,CALS,AGEDS,211B,FIELD EXP EXTENSION,1,1,100
4178,2004,Spring,CALS,AGEDS,211C,FIELD EXP AG INDUST,5,1,20
4213,2004,Spring,CALS,AGEDS,215,CAREER SEMINAR,48,0,0
4243,2004,Spring,CALS,AGEDS,290,SPECIAL PROBLEMS,3,0,0
4258,2004,Spring,CALS,AGEDS,310,FOUND AG ED PROGRMS,14,0,0
4288,2004,Spring,CALS,AGEDS,311,PRESENTN STRATEGIES,76,3,4
4352,2004,Spring,CALS,AGEDS,315,LEADERSHIP IN AGRIC,50,1,2
4437,2004,Spring,CALS,AGEDS,402,TEACHING AG SCI/BUS,15,0,0
4455,2004,Spring,CALS,AGEDS,412,INTERNSHIP IN AGEDS,3,0,0
4496,2004,Spring,CALS,AGEDS,414,NONFORMAL AG ED PRG,4,0,0
4506,2004,Spring,CALS,AGEDS,416,PRE-STDT TCHG EXPER,15,0,0
4533,2004,Spring,CALS,AGEDS,417,SUPR TCHNG AG PROGS,15,0,0
4567,2004,Spring,CALS,AGEDS,450,FARM MGMT&OPERATION,36,0,0
4734,2004,Spring,CALS,AGEDS,490C,"IND STD BUS,PROD AG",19,0,0
4776,2004,Spring,CALS,AGEDS,490D,"IND STD EXTEN,INT'L",6,0,0
4795,2004,Spring,CALS,AGEDS,490F,IND STDY ENVIR ISSU,2,2,100
4804,2004,Spring,CALS,AGEDS,490I,IND STD COMMUNICATN,3,0,0
4833,2004,Spring,CALS,AGEDS,496A,AG TRAVEL INTERNATL,18,0,0
4872,2004,Spring,CALS,AGRON,114,PRINCIP OF AGRONOMY,103,13,13
4901,2004,Spring,CALS,AGRON,120,INTR RENEW RESOURCS,32,5,16
4936,2004,Spring,CALS,AGRON,154,FUND OF SOIL SCIENC,160,23,14
4972,2004,Spring,CALS,AGRON,155,SOILS HORT SCIENTST,23,8,35
4999,2004,Spring,CALS,AGRON,156,SOILS FOR URBAN USE,28,8,29
5034,2004,Spring,CALS,AGRON,206,INTRO METEOROLOGY,80,16,20
5088,2004,Spring,CALS,AGRON,212,GRAIN &FORAGE CROPS,80,5,6
5144,2004,Spring,CALS,AGRON,230,CROP STRUC-FUNC REL,16,4,25
5163,2004,Spring,CALS,AGRON,260,SOILS&ENVIR QUALITY,120,0,0
5197,2004,Spring,CALS,AGRON,283,PESTICIDE APPL CERT,33,1,3
5212,2004,Spring,CALS,AGRON,306,USE WEATHER DATA AG,38,4,11
5251,2004,Spring,CALS,AGRON,317,PRIN OF WEED SCIENC,47,7,15
5270,2004,Spring,CALS,AGRON,320,"GENET,AGRI&BIOTECHN",15,6,40
5327,2004,Spring,CALS,AGRON,332,"CROP QUAL,TRAIT,UTI",20,0,0
5330,2004,Spring,CALS,AGRON,334,FORAGE CROP MGMT,53,3,6
5356,2004,Spring,CALS,AGRON,338,SEED SCIENCE&TECHNL,11,0,0
5371,2004,Spring,CALS,AGRON,342,WORLD FOOD ISSUES,83,0,0
5434,2004,Spring,CALS,AGRON,354,SOILS &PLANT GROWTH,96,14,15
5464,2004,Spring,CALS,AGRON,354L,SOIL&PLANT GRWTH LB,40,6,15
5495,2004,Spring,CALS,AGRON,360,ENVIRN SOIL SCIENCE,38,0,0
5512,2004,Spring,CALS,AGRON,370,FLD EXP SOIL DESCRP,3,0,0
5544,2004,Spring,CALS,AGRON,392,SYST CROP&SOIL MGMT,11,1,9
5582,2004,Spring,CALS,AGRON,404,GLOBAL CHANGE,3,0,0
5623,2004,Spring,CALS,AGRON,410,PRO DEVELP SR FORUM,22,2,9
5670,2004,Spring,CALS,AGRON,446,WORLD AGRONOMC SYST,18,0,0
5701,2004,Spring,CALS,AGRON,459,ENVIR SOIL&WTR CHEM,3,1,33
5722,2004,Spring,CALS,AGRON,473,SOIL GENESIS&LNDSCP,14,0,0
5759,2004,Spring,CALS,AGRON,490,INDEPENDENT STUDY,13,0,0
5798,2004,Spring,CALS,AGRON,490H,INDEP STUDY HONORS,2,0,0
5820,2004,Spring,CALS,AGRON,491,SEED SCI INTERNSHIP,1,0,0
5838,2004,Spring,CALS,AGRON,493,WORKSHOP IN AGRON,2,0,0
5846,2004,Spring,CALS,AGRON,496A,AG INT'L TRAVEL CRS,9,0,0
5904,2004,Spring,INDIS,AM IN,210,INTRO AM IN STUDIES,197,11,6
5966,2004,Spring,INDIS,AM IN,310,TOPICS AMERI INDIAN,60,6,10
6044,2004,Spring,INDIS,AM IN,342X,AM INDIAN WMN WRITE,10,0,0
6045,2004,Spring,INDIS,AM IN,346,AMERICAN INDIAN LIT,5,0,0
6072,2004,Spring,INDIS,AM IN,432,CUR ISSU NATIV N AM,9,3,33
6077,2004,Spring,INDIS,AM IN,490,INDEPENDENT STUDY,1,0,0
6140,2004,Spring,CALS,AN S,114,SURVEY ANIMAL INDUS,114,40,35
6170,2004,Spring,CALS,AN S,114L,WORKNG WITH ANIMALS,104,8,8
6174,2004,Spring,CALS,AN S,115,HORSEMNSHP&EQUITATN,27,2,7
6237,2004,Spring,CALS,AN S,211,ISSUES FACING AN S,75,6,8
6267,2004,Spring,CALS,AN S,214,DOMEST ANIM PHYSIOL,92,14,15
6297,2004,Spring,CALS,AN S,214L,DOM AN ANAT&PHY LAB,81,22,27
6384,2004,Spring,CALS,AN S,224,COMPANION ANIM SCI,59,6,10
6483,2004,Spring,CALS,AN S,250,FOOD ANIMAL SCIENCE,71,4,6
6490,2004,Spring,CALS,AN S,270,FOODS ANIMAL ORIGIN,55,3,5
6578,2004,Spring,CALS,AN S,311,CAREER PREP AN SCI,64,0,0
6630,2004,Spring,CALS,AN S,319,ANIMAL NUTRITION,91,25,27
6702,2004,Spring,CALS,AN S,331,ANIMAL REPRODUCTION,92,2,2
6732,2004,Spring,CALS,AN S,332,ANIM REPROD LAB MTH,29,3,10
6764,2004,Spring,CALS,AN S,333,EMBRYO TRANSFER&TCH,4,0,0
6797,2004,Spring,CALS,AN S,335,DAIRY CATTLE SELECT,13,1,8
6827,2004,Spring,CALS,AN S,337,LACTATION,45,6,13
6860,2004,Spring,CALS,AN S,352,LVSTK BREED &IMPROV,68,7,10
7008,2004,Spring,CALS,AN S,399A,ANIM SCI INTERNSHIP,2,0,0
7041,2004,Spring,CALS,AN S,411,ISSUES ANIMAL SCIEN,68,1,1
7071,2004,Spring,CALS,AN S,415,EQUINE SYSTEMS MGT,40,0,0
7100,2004,Spring,CALS,AN S,417X,HORSE MGMT BREEDING,8,0,0
7118,2004,Spring,CALS,AN S,424,COMPANION ANIML SYS,23,3,13
7137,2004,Spring,CALS,AN S,425,SWINE SYSTEMS MGT,48,0,0
7154,2004,Spring,CALS,AN S,426,BF CATTLE SYSTS MGT,44,2,5
7181,2004,Spring,CALS,AN S,429,SHEEP SYSTEMS MGT,20,0,0
7198,2004,Spring,CALS,AN S,434,DAIRY SYSTEMS MGT,12,0,0
7224,2004,Spring,CALS,AN S,435X,APPL DAIRY FRM EVAL,11,0,0
7234,2004,Spring,CALS,AN S,445X,GRWTH&DV DOMES ANIM,16,1,6
7252,2004,Spring,CALS,AN S,470,PROCESSED MEATS,21,0,0
7256,2004,Spring,CALS,AN S,475A,JUDGING MEAT ANIMAL,13,0,0
7286,2004,Spring,CALS,AN S,475B,JUDGNG DAIRY CATTLE,7,0,0
7308,2004,Spring,CALS,AN S,475C,JUDGING MEATS,9,0,0
7336,2004,Spring,CALS,AN S,475D,JUDG MEAT ANIM EVAL,9,0,0
7412,2004,Spring,CALS,AN S,489,ISSUES FOOD SAFETY,1,0,0
7429,2004,Spring,CALS,AN S,490A,IND STDY AN SCIENCE,36,0,0
7474,2004,Spring,CALS,AN S,490B,IND STDY DY SCIENCE,5,0,0
7505,2004,Spring,CALS,AN S,490C,IND STUDY MEAT SCI,1,0,0
7530,2004,Spring,CALS,AN S,490H,INDEP STUDY HONORS,2,0,0
7616,2004,Spring,LAS,ANTHR,201,INTRO CULTURL ANTHR,511,78,15
7655,2004,Spring,LAS,ANTHR,202,INTR BIOL AN&ARCHEO,111,43,39
7703,2004,Spring,LAS,ANTHR,230,GLOBALZAT&HUMN COND,179,46,26
7741,2004,Spring,LAS,ANTHR,306,COMP STD WLD CULTUR,65,5,8
7756,2004,Spring,LAS,ANTHR,307,BIOLOGICAL ANTHROPO,46,4,9
7808,2004,Spring,LAS,ANTHR,313,FAMILY CROSS-CULTUR,33,2,6
7835,2004,Spring,LAS,ANTHR,321,WORLD PREHISTORY,34,4,12
7888,2004,Spring,LAS,ANTHR,327X,PEOPLE&CULTR S ASIA,25,9,36
7914,2004,Spring,LAS,ANTHR,340,"MAGIC,WITCHC,&RELIG",40,6,15
7950,2004,Spring,LAS,ANTHR,416,ENVIRONMTL ARCHAEOL,8,3,38
7962,2004,Spring,LAS,ANTHR,424,FORENSIC ANTHROPLGY,36,4,11
7990,2004,Spring,LAS,ANTHR,432,CUR ISSU NATIV N AM,10,1,10
8018,2004,Spring,LAS,ANTHR,439,MEDICAL ANTHROPOLGY,20,2,10
8065,2004,Spring,LAS,ANTHR,490A,INDEP STDY ARCHAEOL,3,0,0
8077,2004,Spring,LAS,ANTHR,490B,IND STD CULTR ANTHR,1,0,0
8110,2004,Spring,LAS,ANTHR,490C,IND STD BIOL ANTHRO,4,0,0
8135,2004,Spring,LAS,ANTHR,490H,INDEP STUDY HONORS,1,0,0
8190,2004,Spring,DSGN,ARCH,182,INTRO TO ARCHITECTU,154,37,24
8207,2004,Spring,DSGN,ARCH,202,ARCHITECT DESIGN II,65,1,2
8238,2004,Spring,DSGN,ARCH,222,HIST WESTERN ARC II,122,27,22
8268,2004,Spring,DSGN,ARCH,232,DSGN COMMUNICTNS II,66,0,0
8277,2004,Spring,DSGN,ARCH,242,ARCH STRUCTURES I,66,12,18
8318,2004,Spring,DSGN,ARCH,302,ARCHITECT DESIGN IV,68,0,0
8348,2004,Spring,DSGN,ARCH,334,COMPUTER APPLICATNS,19,1,5
8377,2004,Spring,DSGN,ARCH,335,THREE-DIMENS STUDIO,33,1,3
8435,2004,Spring,DSGN,ARCH,346,ARCH STRUCTURES III,63,4,6
8449,2004,Spring,DSGN,ARCH,351,SOLAR HOME DESIGN,16,2,13
8486,2004,Spring,DSGN,ARCH,402,ARCHITECT DESIGN VI,59,0,0
8515,2004,Spring,DSGN,ARCH,404,ARCHITC DESIGN VIII,47,1,2
8553,2004,Spring,DSGN,ARCH,423,TOP RENAISS -1750'S,18,2,11
8602,2004,Spring,DSGN,ARCH,431,ANALYTICAL DRAWING,64,1,2
8651,2004,Spring,DSGN,ARCH,436,ADVNCD DESIGN MEDIA,7,2,29
8687,2004,Spring,DSGN,ARCH,448,MATLS&ASSEMBLIES II,64,2,3
8695,2004,Spring,DSGN,ARCH,458,ENVIRO CONTROL SYST,66,3,5
8702,2004,Spring,DSGN,ARCH,467,PRESERVATN &REHABTN,11,3,27
8731,2004,Spring,DSGN,ARCH,490A,IND STDY DSN COMMUN,8,0,0
8754,2004,Spring,DSGN,ARCH,490B,INDEP STUDY DESIGN,5,0,0
8791,2004,Spring,DSGN,ARCH,490C,IND STDY TECHN SYST,2,1,50
