,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
205,2012,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,62,2,3
211,2012,Fall,CALS,A E,170,ENG GRPHC&INTRO DSN,53,1,2
212,2012,Spring,CALS,A E,170,ENG GRPHC&INTRO DSN,16,2,13
228,2012,Fall,CALS,A E,201,SMNR:PREP FOR WRKPL,22,0,0
229,2012,Spring,CALS,A E,201,SMNR:PREP FOR WRKPL,8,0,0
249,2012,Fall,CALS,A E,216,FND AG &BIOSYS ENGR,48,7,15
251,2012,Spring,CALS,A E,218,PROJ MGT&DESIGN ABE,17,0,0
271,2012,Fall,CALS,A E,271,PARAM SLD MODEL ENG,11,1,9
272,2012,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,0,0
293,2012,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,12,2,17
294,2012,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,28,4,14
309,2012,Fall,CALS,A E,316,APPLD NUMRCL METHDS,29,2,7
314,2012,Fall,CALS,A E,325,BIORENEWABLE SYSTMS,3,0,0
325,2012,Fall,CALS,A E,340,ANALY&DS FIELD MACH,19,1,5
335,2012,Spring,CALS,A E,342,AGRI TRACTOR POWER,37,0,0
347,2012,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,38,2,5
354,2012,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,5,0,0
381,2012,Fall,CALS,A E,404,A B E INSTRUMENTATN,32,0,0
389,2012,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,6,1,17
391,2012,Spring,CALS,A E,410,ELE SYS INTEGRAT AG,16,0,0
397,2012,Fall,CALS,A E,411,BIOPROCES&BIOPRODCT,2,0,0
407,2012,Fall,CALS,A E,413,FLUID POWER ENGR,21,1,5
425,2012,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,15,0,0
426,2012,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,7,0,0
447,2012,Fall,CALS,A E,416,AG ENGR DESIGN II,6,0,0
448,2012,Spring,CALS,A E,416,AG ENGR DESIGN II,26,0,0
469,2012,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,14,0,0
470,2012,Spring,CALS,A E,431,SOIL&WTR CONSRVSYS,2,0,0
476,2012,Spring,CALS,A E,436,SOIL&WTR MONITR SYS,4,0,0
484,2012,Fall,CALS,A E,451,FOOD&BIOPROCES ENGR,7,0,0
487,2012,Spring,CALS,A E,466,MULTIDISC ENGR DSGN,1,0,0
497,2012,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,15,2,13
505,2012,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,30,4,13
558,2012,Fall,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
559,2012,Spring,CALS,A E,490P,IND STDY POWER ENGR,2,0,0
564,2012,Fall,CALS,A E,490Q,IND STDY STRUCTURES,1,0,0
572,2012,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
587,2012,Fall,CALS,A E,490S,IND STU ENVIR&N RES,1,0,0
588,2012,Spring,CALS,A E,490S,IND STU ENVIR&N RES,2,0,0
623,2012,Summer,CALS,A ECL,312,ECOLOGY,12,1,8
624,2012,Fall,CALS,A ECL,312,ECOLOGY,85,25,29
645,2012,Spring,CALS,A ECL,321,FISH BIOLOGY,14,0,0
684,2012,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,110,28,25
694,2012,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,40,4,10
709,2012,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,32,1,3
723,2012,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,12,2,17
738,2012,Fall,CALS,A ECL,415,ECOL FRSHWTR INVERT,19,3,16
764,2012,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,14,3,21
781,2012,Spring,CALS,A ECL,442,AQUACULTURE,20,1,5
795,2012,Fall,CALS,A ECL,451,WILDLIFE ECOL &MGMT,25,0,0
802,2012,Spring,CALS,A ECL,454,PRIN WILDLIF DISEAS,32,1,3
816,2012,Fall,CALS,A ECL,455,INT'L WILDLIFE ISSU,25,1,4
831,2012,Spring,CALS,A ECL,458,ORNITHOLOGY,30,8,27
848,2012,Spring,CALS,A ECL,459,MAMMALOGY,25,1,4
868,2012,Summer,CALS,A ECL,486,AQUATIC ECOLOGY,1,1,100
869,2012,Fall,CALS,A ECL,486,AQUATIC ECOLOGY,29,9,31
885,2012,Fall,CALS,A ECL,486L,AQUATIC ECOLOGY LAB,16,4,25
1342,2012,Summer,BUS,ACCT,215,LEGAL ENVIRONMT BUS,33,0,0
1343,2012,Fall,BUS,ACCT,215,LEGAL ENVIRONMT BUS,460,40,9
1344,2012,Spring,BUS,ACCT,215,LEGAL ENVIRONMT BUS,439,61,14
1388,2012,Summer,BUS,ACCT,284,FINANCIAL ACCOUNTNG,62,10,16
1389,2012,Fall,BUS,ACCT,284,FINANCIAL ACCOUNTNG,1122,208,19
1390,2012,Spring,BUS,ACCT,284,FINANCIAL ACCOUNTNG,884,174,20
1437,2012,Summer,BUS,ACCT,285,MANAGERIAL ACCOUNTG,30,1,3
1438,2012,Fall,BUS,ACCT,285,MANAGERIAL ACCOUNTG,500,73,15
1439,2012,Spring,BUS,ACCT,285,MANAGERIAL ACCOUNTG,530,60,11
1464,2012,Summer,BUS,ACCT,301,THE ACCOUNTNG CYCLE,28,10,36
1465,2012,Fall,BUS,ACCT,301,THE ACCOUNTNG CYCLE,182,38,21
1466,2012,Spring,BUS,ACCT,301,THE ACCOUNTNG CYCLE,180,44,24
1503,2012,Fall,BUS,ACCT,316,BUSINESS LAW,14,0,0
1534,2012,Summer,BUS,ACCT,383,INTMD MANAGERL ACCT,22,2,9
1535,2012,Fall,BUS,ACCT,383,INTMD MANAGERL ACCT,129,20,16
1536,2012,Spring,BUS,ACCT,383,INTMD MANAGERL ACCT,132,11,8
1573,2012,Fall,BUS,ACCT,384,ACCT INFO SYSTEMS,152,20,13
1574,2012,Spring,BUS,ACCT,384,ACCT INFO SYSTEMS,130,21,16
1612,2012,Summer,BUS,ACCT,386,INTMED ACCOUNTING I,30,7,23
1613,2012,Fall,BUS,ACCT,386,INTMED ACCOUNTING I,105,10,10
1614,2012,Spring,BUS,ACCT,386,INTMED ACCOUNTING I,135,22,16
1649,2012,Fall,BUS,ACCT,387,INTMD ACCOUNTING II,145,28,19
1650,2012,Spring,BUS,ACCT,387,INTMD ACCOUNTING II,124,34,27
1664,2012,Spring,BUS,ACCT,483,ADV MANAGERIAL ACCT,36,1,3
1673,2012,Fall,BUS,ACCT,484,ADV ACCT INFO SYSTM,17,0,0
1699,2012,Fall,BUS,ACCT,485,PRIN FED INCOME TAX,137,47,34
1700,2012,Spring,BUS,ACCT,485,PRIN FED INCOME TAX,114,28,25
1716,2012,Spring,BUS,ACCT,487,VOLUN INCM TAX ASSI,24,1,4
1738,2012,Fall,BUS,ACCT,488,NONPROFIT INST ACCT,15,0,0
1760,2012,Spring,BUS,ACCT,490,INDEPENDENT STUDY,1,0,0
1785,2012,Fall,BUS,ACCT,495,ADV ACCT PROBLEMS,17,3,18
1786,2012,Spring,BUS,ACCT,495,ADV ACCT PROBLEMS,21,4,19
1799,2012,Fall,BUS,ACCT,496,INTERNATIONAL ACCT,11,0,0
1800,2012,Spring,BUS,ACCT,496,INTERNATIONAL ACCT,13,0,0
1841,2012,Summer,BUS,ACCT,497,INTRO TO AUDITING,31,2,6
1842,2012,Fall,BUS,ACCT,497,INTRO TO AUDITING,73,15,21
1843,2012,Spring,BUS,ACCT,497,INTRO TO AUDITING,125,13,10
1887,2012,Summer,LAS,ADVRT,230,ADVERTISING PRINCIP,27,2,7
1888,2012,Fall,LAS,ADVRT,230,ADVERTISING PRINCIP,215,24,11
1889,2012,Spring,LAS,ADVRT,230,ADVERTISING PRINCIP,249,38,15
1925,2012,Fall,LAS,ADVRT,301,STRATEG PLAN AD&P.R,72,2,3
1926,2012,Spring,LAS,ADVRT,301,STRATEG PLAN AD&P.R,80,4,5
1962,2012,Fall,LAS,ADVRT,334,ADVERTSNG CREATIVTY,30,1,3
1963,2012,Spring,LAS,ADVRT,334,ADVERTSNG CREATIVTY,23,0,0
1992,2012,Fall,LAS,ADVRT,335,ADVERT MEDIA PLANNG,23,2,9
1993,2012,Spring,LAS,ADVRT,335,ADVERT MEDIA PLANNG,11,4,36
