,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
3,2016,Spring,CALS,A B E,110,EXPERNC AG&BIO ENGR,130,0,0
10,2016,Spring,CALS,A B E,160,SYST PROB SOLV&PROG,47,5,11
18,2016,Spring,CALS,A B E,170,ENG GRPHC&INTRO DSN,42,0,0
26,2016,Spring,CALS,A B E,201,SMNR:PREP FOR WRKPL,63,2,3
35,2016,Spring,CALS,A B E,218,PROJ MGT&DESIGN ABE,68,0,0
42,2016,Spring,CALS,A B E,271,PARAM SLD MODEL ENG,28,2,7
50,2016,Spring,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,26,2,8
54,2016,Spring,CALS,A B E,273,CAD FACILT&LAND USE,13,1,8
62,2016,Spring,CALS,A B E,316,APPLD NUMRCL METHDS,18,3,17
75,2016,Spring,CALS,A B E,342,AGRI TRACTOR POWER,37,0,0
85,2016,Spring,CALS,A B E,380,PRIN BIOL SYS ENGNR,24,0,0
110,2016,Spring,CALS,A B E,415,AG&BIOSY ENGR DSN I,20,0,0
118,2016,Spring,CALS,A B E,416,AG&BIOSY ENG DSN II,35,0,0
124,2016,Spring,CALS,A B E,418,FUND ENGINRG REVIEW,34,2,6
131,2016,Spring,CALS,A B E,424A,AIR POLLUT AIR QUAL,6,1,17
134,2016,Spring,CALS,A B E,424D,AIR POLLUT TREATMNT,5,0,0
142,2016,Spring,CALS,A B E,436,SOIL&WTR MONITR SYS,12,2,17
151,2016,Spring,CALS,A B E,469,GRAIN PROCESS&HANDL,26,0,0
154,2016,Spring,CALS,A B E,472,ENVIR MODIF SY ANIM,19,1,5
157,2016,Spring,CALS,A B E,475,DSIGN ANIM PROD SYS,2,0,0
180,2016,Spring,CALS,A B E,490H,INDEP STUDY HONORS,2,0,0
649,2016,Spring,CALS,A ECL,321,FISH BIOLOGY,20,0,0
698,2016,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,61,2,3
713,2016,Spring,CALS,A ECL,371,ECOLOGICAL METHODS,34,7,21
727,2016,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,6,0,0
782,2016,Spring,CALS,A ECL,442,AQUACULTURE,47,8,17
806,2016,Spring,CALS,A ECL,454,PRIN WILDLIF DISEAS,36,0,0
835,2016,Spring,CALS,A ECL,458,ORNITHOLOGY,29,5,17
840,2016,Spring,CALS,A ECL,458L,ORNITHOLOGY LAB,24,10,42
852,2016,Spring,CALS,A ECL,459,MAMMALOGY,71,6,8
857,2016,Spring,CALS,A ECL,459L,MAMMALOGY LABRATORY,52,3,6
911,2016,Spring,H SCI,A M D,165,DRESS&DIVRSTY SOCIE,293,6,2
920,2016,Spring,H SCI,A M D,178,INTR APPRL DSN STDO,44,7,16
930,2016,Spring,H SCI,A M D,204,TEXTILE SCIENCE,115,8,7
942,2016,Spring,H SCI,A M D,210,CPR APP DIGTL DSIGN,72,6,8
951,2016,Spring,H SCI,A M D,221,APPARL ASSEMBL PROC,62,11,18
958,2016,Spring,H SCI,A M D,225,PATTRNMAK I:DRFT&FL,21,2,10
968,2016,Spring,H SCI,A M D,231,PRODUCT DEVELOP&MFG,69,0,0
978,2016,Spring,H SCI,A M D,245,AESTHETC&BRAND IMAG,72,6,8
997,2016,Spring,H SCI,A M D,278,FASHION ILLUSTRATN,23,4,17
1006,2016,Spring,H SCI,A M D,301,BASC DSGN CNCP REVW,35,10,29
1020,2016,Spring,H SCI,A M D,321,CPTR INTEGRAT DSIGN,31,0,0
1029,2016,Spring,H SCI,A M D,325,PATTRNMAK II:DRAPNG,8,1,13
1037,2016,Spring,H SCI,A M D,328,DESIGN SEMINAR,14,2,14
1044,2016,Spring,H SCI,A M D,329X,DIGTL TXTLE PRINTNG,15,3,20
1054,2016,Spring,H SCI,A M D,356,HIST 20TH C FASHION,70,5,7
1062,2016,Spring,H SCI,A M D,362,CULTUR PERSPC DRESS,71,6,8
1073,2016,Spring,H SCI,A M D,372,SOURCNG&GLOBAL ISSU,66,4,6
1083,2016,Spring,H SCI,A M D,376,MERCH PLAN& CONTROL,47,4,9
1091,2016,Spring,H SCI,A M D,404,ADV TEXTILE SCIENCE,6,0,0
1103,2016,Spring,H SCI,A M D,426,CREATV DSIGN PROCES,16,0,0
1108,2016,Spring,H SCI,A M D,431,APPARL PRODUCTN MGT,20,2,10
1122,2016,Spring,H SCI,A M D,475,RETAIL INFO ANALYSI,32,1,3
1133,2016,Spring,H SCI,A M D,490B,IND ST TX&DRESS HIS,1,0,0
1141,2016,Spring,H SCI,A M D,490C,IND STU TXTL&AP DSN,5,0,0
1151,2016,Spring,H SCI,A M D,490D,IND STDY AESTHETICS,17,3,18
1172,2016,Spring,H SCI,A M D,490I,IND STDY MERCHANDSG,9,0,0
1181,2016,Spring,H SCI,A M D,490O,IND STDY TECH DESGN,10,0,0
