,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
549,2007,Summer,CALS,A E,490P,IND STDY POWER ENGR,1,1,100
568,2007,Summer,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
613,2007,Summer,CALS,A ECL,312,ECOLOGY,9,1,11
1327,2007,Summer,BUS,ACCT,215,LEGAL ENVIRONMT BUS,17,0,0
1373,2007,Summer,BUS,ACCT,284,FINANCIAL ACCOUNTNG,48,10,21
1422,2007,Summer,BUS,ACCT,285,MANAGERIAL ACCOUNTG,40,2,5
1519,2007,Summer,BUS,ACCT,383,INTMD MANAGERL ACCT,19,5,26
1562,2007,Summer,BUS,ACCT,384,ACCT INFO SYSTEMS,31,1,3
1597,2007,Summer,BUS,ACCT,386,INTMED ACCOUNTING I,32,7,22
1826,2007,Summer,BUS,ACCT,497,INTRO TO AUDITING,39,3,8
1912,2007,Summer,LAS,ADVRT,301,STRATEG PLAN AD &PR,17,0,0
3666,2007,Summer,INDIS,AF AM,330,ETHNIC&RACE RELATNS,6,0,0
4293,2007,Summer,CALS,AGEDS,311,PRESENTN STRATEGIES,21,3,14
4462,2007,Summer,CALS,AGEDS,412,INTERNSHIP IN AGEDS,4,1,25
4574,2007,Summer,CALS,AGEDS,450,FARM MGMT&OPERATION,9,0,0
4674,2007,Summer,CALS,AGEDS,490A,"IND STU PHIL,CURRIC",4,0,0
4741,2007,Summer,CALS,AGEDS,490C,"IND STU BUS,PROD AG",4,0,0
4942,2007,Summer,CALS,AGRON,154,FUND OF SOIL SCIENC,13,1,8
5378,2007,Summer,CALS,AGRON,342,WORLD FOOD ISSUES,7,1,14
5671,2007,Summer,CALS,AGRON,446,WORLD AGRONOMC SYST,9,0,0
5766,2007,Summer,CALS,AGRON,490,INDEPENDENT STUDY,2,0,0
5817,2007,Summer,CALS,AGRON,490Z,IND STU SERVC LEARN,3,0,0
5839,2007,Summer,CALS,AGRON,493,WORKSHOP IN AGRON,7,0,0
5852,2007,Summer,CALS,AGRON,496A,AG INT'L TRAVEL CRS,15,2,13
5911,2007,Summer,INDIS,AM IN,210,INTRO AM IN STUDIES,63,3,5
7014,2007,Summer,CALS,AN S,399A,ANIM SCI INTERNSHIP,1,0,0
7436,2007,Summer,CALS,AN S,490A,IND STDY ANIMAL SCI,4,0,0
7534,2007,Summer,CALS,AN S,490H,INDEP STUDY HONORS,1,0,0
7568,2007,Summer,CALS,AN S,496A,AG INT'L TRAVEL CRS,18,0,0
7622,2007,Summer,LAS,ANTHR,201,INTRO CULTURL ANTHR,29,2,7
7987,2007,Summer,LAS,ANTHR,429,ARCHAEOL FIELD SCHL,9,0,0
8082,2007,Summer,LAS,ANTHR,490B,IND STU CULTR ANTHR,2,0,0
8115,2007,Summer,LAS,ANTHR,490C,IND STU BIOL ANTHRO,1,0,0
8759,2007,Summer,DSGN,ARCH,490B,INDEP STUDY DESIGN,3,0,0
8818,2007,Summer,DSGN,ARCH,490D,IND STUDY ARCH HIST,1,0,0
8891,2007,Summer,DSGN,ART,230,DRAWING II,15,2,13
8978,2007,Summer,DSGN,ART,497,STUDIO INTERNSHIP,1,0,0
9008,2007,Summer,DSGN,ART,498,INTRNSHP MUSEUM/GAL,3,0,0
9085,2007,Summer,DSGN,ART H,378,ART HISTORY IN ROME,12,0,0
9255,2007,Summer,DSGN,ART H,498,TOPICS IN ART HIST,7,0,0
9624,2007,Summer,DSGN,ARTGR,476,GRPHC DSN METHODLGY,16,0,0
9696,2007,Summer,DSGN,ARTGR,480,GRPH DSGN INTERNSHP,20,0,0
9741,2007,Summer,DSGN,ARTGR,484,STUDIES IN GRPH DSN,1,0,0
9827,2007,Summer,DSGN,ARTGR,490I,"IND STU COOP,INTERN",2,0,0
10126,2007,Summer,DSGN,ARTID,460,INT DSGN INTERNSHIP,40,0,0
10395,2007,Summer,DSGN,ARTIS,208,COLOR,11,1,9
10523,2007,Summer,DSGN,ARTIS,224,JEWELRY/METALSMTH I,5,0,0
10528,2007,Summer,DSGN,ARTIS,227,INTRO DIGITAL PHOTO,14,1,7
10640,2007,Summer,DSGN,ARTIS,238,PAINTING I,11,0,0
10686,2007,Summer,DSGN,ARTIS,305,MIXED MEDIA,9,1,11
10762,2007,Summer,DSGN,ARTIS,310,SOURCES VISUAL DSGN,15,3,20
10870,2007,Summer,DSGN,ARTIS,324,JEWELR/METALSMTH II,6,0,0
11036,2007,Summer,DSGN,ARTIS,338,PAINTING II,5,0,0
11281,2007,Summer,DSGN,ARTIS,424,JEWELR/METALSM STDO,2,0,0
11572,2007,Summer,DSGN,ARTIS,490G,INDEP STUDY METALS,3,0,0
11625,2007,Summer,DSGN,ARTIS,490I,INDEP STDY PAINTING,1,0,0
11654,2007,Summer,DSGN,ARTIS,490J,IND STU PHOTOGRAPHY,1,0,0
11740,2007,Summer,DSGN,ARTIS,493D,WORKSHOP: DRAWING,9,1,11
11750,2007,Summer,DSGN,ARTIS,493J,WORKSHP:PHOTOGRAPHY,12,0,0
