,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
203,2010,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,63,2,3
225,2010,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,24,2,8
246,2010,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,49,6,12
268,2010,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,1,4
290,2010,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,25,6,24
305,2010,Spring,CALS,A E,301,LEADRSHP& ETHCS SEM,16,0,0
333,2010,Spring,CALS,A E,342,AGRI TRACTOR POWER,38,0,0
366,2010,Spring,CALS,A E,401,PROFESSIONLSM SEMNR,15,0,0
394,2010,Spring,CALS,A E,410X,ELTRN SYS INTGRT AG,8,0,0
422,2010,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,8,0,0
444,2010,Spring,CALS,A E,416,AG ENGR DESIGN II,27,0,0
475,2010,Spring,CALS,A E,436,SOIL&WTR MONITR SYS,6,0,0
495,2010,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,15,0,0
504,2010,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,24,0,0
517,2010,Spring,CALS,A E,490B,IND STU BIOSYS ENGR,3,0,0
556,2010,Spring,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
571,2010,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
584,2010,Spring,CALS,A E,490S,IND STU ENVIR&N RES,10,0,0
594,2010,Spring,CALS,A E,496X,AG&BIOSYS ENGR TRVL,1,1,100
643,2010,Spring,CALS,A ECL,321,FISH BIOLOGY,10,1,10
692,2010,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,38,3,8
721,2010,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,12,2,17
779,2010,Spring,CALS,A ECL,442,AQUACULTURE,12,0,0
811,2010,Spring,CALS,A ECL,454X,PRIN WILDLIF DISEAS,27,0,0
829,2010,Spring,CALS,A ECL,458,ORNITHOLOGY,27,4,15
846,2010,Spring,CALS,A ECL,459,MAMMALOGY,26,3,12
1338,2010,Spring,BUS,ACCT,215,LEGAL ENVIRONMT BUS,487,42,9
1384,2010,Spring,BUS,ACCT,284,FINANCIAL ACCOUNTNG,788,179,23
1433,2010,Spring,BUS,ACCT,285,MANAGERIAL ACCOUNTG,550,64,12
1501,2010,Spring,BUS,ACCT,316,BUSINESS LAW,15,1,7
1530,2010,Spring,BUS,ACCT,383,INTMD MANAGERL ACCT,125,25,20
1570,2010,Spring,BUS,ACCT,384,ACCT INFO SYSTEMS,120,9,8
1608,2010,Spring,BUS,ACCT,386,INTMED ACCOUNTING I,120,15,13
1646,2010,Spring,BUS,ACCT,387,INTMD ACCOUNTING II,88,10,11
1662,2010,Spring,BUS,ACCT,483,ADV MANAGERIAL ACCT,18,0,0
1696,2010,Spring,BUS,ACCT,485,PRIN FED INCOME TAX,83,17,20
1712,2010,Spring,BUS,ACCT,486,VOLUN INCM TAX ASSI,30,2,7
1735,2010,Spring,BUS,ACCT,488,NONPROFIT INST ACCT,17,0,0
1782,2010,Spring,BUS,ACCT,495,ADV ACCT PROBLEMS,21,3,14
1814,2010,Spring,BUS,ACCT,496X,INTERNATIONAL ACCT,16,0,0
1837,2010,Spring,BUS,ACCT,497,INTRO TO AUDITING,81,5,6
1883,2010,Spring,LAS,ADVRT,230,ADVERTISING PRINCIP,245,38,16
1922,2010,Spring,LAS,ADVRT,301,STRATEG PLAN AD&P R,70,2,3
1959,2010,Spring,LAS,ADVRT,334,ADVERTSNG CREATIVTY,18,0,0
1989,2010,Spring,LAS,ADVRT,335,ADVERT MEDIA PLANNG,32,3,9
2010,2010,Spring,LAS,ADVRT,336,ADVERT ACCOUNT MGMT,17,1,6
2027,2010,Spring,LAS,ADVRT,390F,SKIL DV:DIGTL NWSRM,2,2,100
2046,2010,Spring,LAS,ADVRT,434,ADVERTISING CAMPGNS,30,0,0
2070,2010,Spring,LAS,ADVRT,436,AD PORTFLIO PRACTCM,14,0,0
2086,2010,Spring,LAS,ADVRT,497A,SPL TOPC WORLD NEWS,4,0,0
2089,2010,Spring,LAS,ADVRT,497B,SPL TOPCS CYBER LAW,9,1,11
2147,2010,Spring,ENGR,AER E,160,AEROSPAC ENG PROBLM,34,7,21
2171,2010,Spring,ENGR,AER E,160H,HONORS AER ENG PROB,3,0,0
2193,2010,Spring,ENGR,AER E,161,NUM&GRAPHC&LAB TCNQ,65,8,12
2215,2010,Spring,ENGR,AER E,161H,HONOR NUM&GRPH TCNQ,70,5,7
2244,2010,Spring,ENGR,AER E,243,AERODYNAMICS I,69,2,3
2263,2010,Spring,ENGR,AER E,243L,AERODYNAMICS LAB I,63,1,2
2278,2010,Spring,ENGR,AER E,261,INTRO AEROSPAC ENGR,44,7,16
2304,2010,Spring,ENGR,AER E,265,SCI BALLOON ENGR&OP,8,0,0
2319,2010,Spring,ENGR,AER E,290C,INDEPENDENT STUDY,33,0,0
2360,2010,Spring,ENGR,AER E,311,GAS DYNAMICS,91,13,14
2381,2010,Spring,ENGR,AER E,311L,GAS DYNAMICS LAB,83,0,0
2391,2010,Spring,ENGR,AER E,321,FLIGHT STRUCT ANALY,18,2,11
2427,2010,Spring,ENGR,AER E,331,FLGHT CONTROL SYS I,84,12,14
2447,2010,Spring,ENGR,AER E,343,AERODYNAMICS II,85,4,5
2454,2010,Spring,ENGR,AER E,343L,AERODYNAMICS LAB II,82,0,0
2477,2010,Spring,ENGR,AER E,351,ASTRODYNAMICS I,25,4,16
2531,2010,Spring,ENGR,AER E,361,COMP TECHNQ AER DSN,67,9,13
2559,2010,Spring,ENGR,AER E,381X,INTRO WIND ENERGY,48,2,4
2587,2010,Spring,ENGR,AER E,412,AER VEH PROPULSN II,24,0,0
2600,2010,Spring,ENGR,AER E,421,ADV FLIGHT STRUCTRS,86,7,8
2641,2010,Spring,ENGR,AER E,426,DSIGN AEROSP STRUCT,21,2,10
2699,2010,Spring,ENGR,AER E,451,ASTRODYNAMICS II,9,1,11
2732,2010,Spring,ENGR,AER E,461,MOD DESIGN METHODOL,22,0,0
2762,2010,Spring,ENGR,AER E,462,DESIGN AEROSPAC SYS,73,0,0
2789,2010,Spring,ENGR,AER E,464,SPACECRAFT SYSTEMS,24,1,4
2802,2010,Spring,ENGR,AER E,466,MULTIDISC ENGR DSGN,1,0,0
2813,2010,Spring,ENGR,AER E,467X,MLTDISC ENGR DSN II,5,0,0
2840,2010,Spring,ENGR,AER E,490A,IND STU A/GAS DYNAM,8,0,0
2880,2010,Spring,ENGR,AER E,490C,IND STU AEROS STRUC,8,0,0
2915,2010,Spring,ENGR,AER E,490E,IND STU SPACECR SYS,17,0,0
2942,2010,Spring,ENGR,AER E,490F,IND ST FLT CONT SYS,1,0,0
2967,2010,Spring,ENGR,AER E,490H,INDEP STUDY HONORS,1,0,0
2983,2010,Spring,ENGR,AER E,490I,INDEP STUDY DESIGN,3,0,0
3003,2010,Spring,ENGR,AER E,490J,IND STU NONDESTR EV,9,0,0
3030,2010,Spring,ENGR,AER E,490O,INDEPENDENT STUDY,29,0,0
3059,2010,Spring,ENGR,AER E,499,SENIOR PROJECT,2,0,0
3064,2010,Spring,H SCI,AESHM,111,PRO DEVEL FOR AESHM,66,11,17
3248,2010,Spring,H SCI,AESHM,271,P R & EVENT MGMT I,61,1,2
3267,2010,Spring,H SCI,AESHM,275,MERCHANDISING,101,2,2
3292,2010,Spring,H SCI,AESHM,287,PRIN MGMT HUMAN SCI,57,9,16
3310,2010,Spring,H SCI,AESHM,311,SEM CAREERS&INTERNS,101,1,1
3353,2010,Spring,H SCI,AESHM,342,AESTHETC OF EVERYDY,90,9,10
3451,2010,Spring,H SCI,AESHM,421,DEV GLOBAL LEADRSHP,47,6,13
3459,2010,Spring,H SCI,AESHM,438,HUMAN RESOURCE MGMT,50,1,2
3568,2010,Spring,H SCI,AESHM,471,P R & EVENT MGMT II,24,0,0
3585,2010,Spring,H SCI,AESHM,474,ENTREPRNR HUMAN SCI,45,3,7
3626,2010,Spring,INDIS,AF AM,201,INTRO AFRIC AMER ST,68,10,15
3676,2010,Spring,INDIS,AF AM,330,ETHNIC&RACE RELATNS,22,14,64
3729,2010,Spring,INDIS,AF AM,350,AFRICAN AMERI WOMEN,4,0,0
3739,2010,Spring,INDIS,AF AM,353,HIST AFRICAN AMER I,13,4,31
3769,2010,Spring,INDIS,AF AM,490,INDEPENDENT STUDY,1,1,100
3790,2010,Spring,LAS,AFAS,102,LEADERSHIP LAB I,30,3,10
3821,2010,Spring,LAS,AFAS,142,FOUND U S AIR FORCE,31,3,10
3832,2010,Spring,LAS,AFAS,151,AIR FRC PHYS TRAINI,58,4,7
3870,2010,Spring,LAS,AFAS,202,LEADERSHIP LAB II,15,0,0
3901,2010,Spring,LAS,AFAS,242,EVOL USAF AIR POWER,26,4,15
3930,2010,Spring,LAS,AFAS,302,LEADERSHIP LAB III,15,0,0
3961,2010,Spring,LAS,AFAS,342,AIR F LDRSHP STU II,15,0,0
3990,2010,Spring,LAS,AFAS,402,LEADERSHIP LAB IV,7,0,0
4021,2010,Spring,LAS,AFAS,442,NATIONAL SECURITY,14,0,0
4069,2010,Spring,CALS,AGEDS,110C,ORIENT GENERAL AGRI,17,0,0
4106,2010,Spring,CALS,AGEDS,112,AG BIOTECHN COLLOQ,11,0,0
4149,2010,Spring,CALS,AGEDS,211A,FIELD EXP H.S. AGRI,27,6,22
4191,2010,Spring,CALS,AGEDS,211C,FIELD EXP AG INDUST,8,1,13
4225,2010,Spring,CALS,AGEDS,215,CAREER SEMINAR,26,1,4
4254,2010,Spring,CALS,AGEDS,290,SPECIAL PROBLEMS,1,0,0
4270,2010,Spring,CALS,AGEDS,310,FOUND AG ED PROGRMS,22,0,0
4304,2010,Spring,CALS,AGEDS,311,PRESENTN STRATEGIES,77,4,5
4328,2010,Spring,CALS,AGEDS,312,SCI WITH PRACTICE,19,1,5
4364,2010,Spring,CALS,AGEDS,315,LEADERSHIP IN AGRIC,80,8,10
4404,2010,Spring,CALS,AGEDS,327X,ADV COMM AG&LIF SCI,27,5,19
4473,2010,Spring,CALS,AGEDS,412,INTERNSHIP IN AGEDS,2,0,0
4516,2010,Spring,CALS,AGEDS,416,PRE-STDT TCHG EXPER,10,0,0
4544,2010,Spring,CALS,AGEDS,417,SUPRV TEACHNG IN AG,7,0,0
4585,2010,Spring,CALS,AGEDS,450,FARM MGMT&OPERATION,39,0,0
4612,2010,Spring,CALS,AGEDS,451,AGRICULTURAL LAW,24,2,8
4680,2010,Spring,CALS,AGEDS,490A,"IND STU PHIL,CURRIC",1,0,0
4713,2010,Spring,CALS,AGEDS,490B,"IND STU LDRSHP,EVAL",8,0,0
4752,2010,Spring,CALS,AGEDS,490C,"IND STU BUS,PROD AG",7,0,0
4783,2010,Spring,CALS,AGEDS,490D,"IND STU EXTEN,INT'L",1,0,0
4816,2010,Spring,CALS,AGEDS,490I,IND STU COMMUNICATN,15,0,0
4846,2010,Spring,CALS,AGEDS,499,UNDERGRAD RESEARCH,1,0,0
4884,2010,Spring,CALS,AGRON,114,PRINCIP OF AGRONOMY,170,42,25
4913,2010,Spring,CALS,AGRON,120,INTR RENEW RESOURCS,26,6,23
4953,2010,Spring,CALS,AGRON,154,FUND OF SOIL SCIENC,158,39,25
4984,2010,Spring,CALS,AGRON,155,SOILS HORT SCIENTST,25,11,44
5010,2010,Spring,CALS,AGRON,160,WORLD WATER RESOURC,16,4,25
5046,2010,Spring,CALS,AGRON,206,INTRO METEOROLOGY,63,9,14
5100,2010,Spring,CALS,AGRON,212,"CROP GWRTH,PROD&MGT",110,4,4
5175,2010,Spring,CALS,AGRON,260,SOILS&ENVIR QUALITY,114,1,1
5203,2010,Spring,CALS,AGRON,283,PESTICIDE APPL CERT,30,0,0
5233,2010,Spring,CALS,AGRON,316,CROP STRUC-FUNC REL,41,3,7
5282,2010,Spring,CALS,AGRON,320,"GENET,AGRI&BIOTECHN",23,6,26
5315,2010,Spring,CALS,AGRON,331,INTERCOLL CROP TEAM,10,0,0
5342,2010,Spring,CALS,AGRON,334,FORAGE CROP MGMT,72,4,6
5389,2010,Spring,CALS,AGRON,342,WORLD FOOD ISSUES,131,12,9
5446,2010,Spring,CALS,AGRON,354,SOILS &PLANT GROWTH,100,8,8
5501,2010,Spring,CALS,AGRON,360,ENVIRN SOIL SCIENCE,45,3,7
5523,2010,Spring,CALS,AGRON,370,FLD EXP SOIL DESCRP,15,1,7
5555,2010,Spring,CALS,AGRON,392,SYST CROP&SOIL MGMT,20,0,0
5588,2010,Spring,CALS,AGRON,404,GLOBAL CHANGE,5,2,40
5635,2010,Spring,CALS,AGRON,410,PRO DEVELP SR FORUM,24,0,0
5651,2010,Spring,CALS,AGRON,417,EVOLTNRY ECOL WEEDS,1,0,0
5713,2010,Spring,CALS,AGRON,463,SOIL FORMATN&LANDSC,9,0,0
5728,2010,Spring,CALS,AGRON,477,SOIL PHYSICS,1,1,100
