,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
6,2014,Fall,CALS,A B E,160,SYST PROB SOLV&PROG,40,5,13
14,2014,Fall,CALS,A B E,170,ENG GRPHC&INTRO DSN,67,3,4
22,2014,Fall,CALS,A B E,201,SMNR:PREP FOR WRKPL,18,1,6
30,2014,Fall,CALS,A B E,216,FND AG &BIOSYS ENGR,55,5,9
38,2014,Fall,CALS,A B E,271,PARAM SLD MODEL ENG,21,1,5
46,2014,Fall,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,21,4,19
59,2014,Fall,CALS,A B E,316,APPLD NUMRCL METHDS,63,3,5
66,2014,Fall,CALS,A B E,325,BIORENEWABLE SYSTMS,22,1,5
70,2014,Fall,CALS,A B E,340,ANALY&DS FIELD MACH,36,1,3
78,2014,Fall,CALS,A B E,363,ELEC POWR&ELECTRONC,66,3,5
88,2014,Fall,CALS,A B E,388,SUSTNBL E&INT'L DEV,4,0,0
94,2014,Fall,CALS,A B E,404,A B E INSTRUMENTATN,37,2,5
98,2014,Fall,CALS,A B E,408,GIS &NAT RESRCE MGT,6,0,0
102,2014,Fall,CALS,A B E,413,FLUID POWER ENGR,28,2,7
106,2014,Fall,CALS,A B E,415,AG&BIOSY ENGR DSN I,31,0,0
114,2014,Fall,CALS,A B E,416,AG&BIOSY ENG DSN II,9,0,0
128,2014,Fall,CALS,A B E,418X,FUND OF ENGINR REVW,7,1,14
136,2014,Fall,CALS,A B E,431,SOIL&WTR CONSRVSYS,9,2,22
145,2014,Fall,CALS,A B E,451,FOOD&BIOPROCES ENGR,8,0,0
161,2014,Fall,CALS,A B E,475X,DSGN AN PROD SY ENG,1,0,0
164,2014,Fall,CALS,A B E,480,ENGR ANALY BIOL SYS,13,0,0
177,2014,Fall,CALS,A B E,490H,INDEP STUDY HONORS,1,0,0
188,2014,Fall,CALS,A B E,490P,IND STDY POWER ENGR,1,0,0
207,2014,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,54,2,4
209,2014,Spring,CALS,A E,160X,PROBL SOLV&CPR PROG,34,6,18
215,2014,Spring,CALS,A E,170,ENG GRPHC&INTRO DSN,11,1,9
232,2014,Spring,CALS,A E,201,SMNR:PREP FOR WRKPL,35,2,6
253,2014,Spring,CALS,A E,218,PROJ MGT&DESIGN ABE,46,2,4
275,2014,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,0,0
297,2014,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,27,1,4
298,2014,Spring,CALS,A E,273X,CAD FACILT&LAND USE,9,2,22
337,2014,Spring,CALS,A E,342,AGRI TRACTOR POWER,41,0,0
429,2014,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,8,0,0
451,2014,Spring,CALS,A E,416,AG ENGR DESIGN II,15,0,0
454,2014,Summer,CALS,A E,423X,ENERGY&THE ENVIRNMT,10,0,0
456,2014,Spring,CALS,A E,424A,AIR POLLUT AIR QUAL,5,0,0
458,2014,Spring,CALS,A E,424B,AIR POLLUT &CLIMATE,3,1,33
459,2014,Spring,CALS,A E,424C,AIR POLLU&TRANSPRTN,1,0,0
461,2014,Spring,CALS,A E,424E,AIR POLLUT AG SOURC,2,0,0
472,2014,Spring,CALS,A E,431,SOIL&WTR CONSRVSYS,1,0,0
477,2014,Spring,CALS,A E,436,SOIL&WTR MONITR SYS,4,1,25
488,2014,Spring,CALS,A E,466,MULTIDISC ENGR DSGN,1,0,0
499,2014,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,25,0,0
506,2014,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,8,2,25
591,2014,Spring,CALS,A E,490S,IND STU ENVIR&N RES,1,0,0
627,2014,Summer,CALS,A ECL,312,ECOLOGY,6,2,33
628,2014,Fall,CALS,A ECL,312,ECOLOGY,111,26,23
647,2014,Spring,CALS,A ECL,321,FISH BIOLOGY,20,0,0
656,2014,Fall,CALS,A ECL,333X,FISHERIES TECHNIQUS,12,0,0
686,2014,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,135,46,34
696,2014,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,40,1,3
725,2014,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,3,0,0
739,2014,Fall,CALS,A ECL,415,ECOL FRSHWTR INVERT,18,1,6
766,2014,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,9,2,22
797,2014,Fall,CALS,A ECL,451,WILDLIFE ECOL &MGMT,37,0,0
804,2014,Spring,CALS,A ECL,454,PRIN WILDLIF DISEAS,33,0,0
817,2014,Fall,CALS,A ECL,455,INT'L WILDLIFE ISSU,24,0,0
819,2014,Fall,CALS,A ECL,457,HERPETOLOGY,28,2,7
823,2014,Fall,CALS,A ECL,457L,HERPETOLOGY LAB,26,1,4
833,2014,Spring,CALS,A ECL,458,ORNITHOLOGY,37,5,14
838,2014,Spring,CALS,A ECL,458L,ORNITHOLOGY LAB,31,7,23
850,2014,Spring,CALS,A ECL,459,MAMMALOGY,62,0,0
855,2014,Spring,CALS,A ECL,459L,MAMMALOGY LABRATORY,55,0,0
872,2014,Fall,CALS,A ECL,486,AQUATIC ECOLOGY,19,2,11
887,2014,Fall,CALS,A ECL,486L,AQUATIC ECOLOGY LAB,14,1,7
899,2014,Fall,H SCI,A M D,131,OVRVIEW FASHION IND,195,15,8
904,2014,Summer,H SCI,A M D,165,DRESS&DIVRSTY SOCIE,63,6,10
905,2014,Fall,H SCI,A M D,165,DRESS&DIVRSTY SOCIE,295,19,6
906,2014,Spring,H SCI,A M D,165,DRESS&DIVRSTY SOCIE,294,13,4
916,2014,Fall,H SCI,A M D,178,INTR APPRL DSN STDO,24,7,29
925,2014,Fall,H SCI,A M D,204,TEXTILE SCIENCE,105,12,11
926,2014,Spring,H SCI,A M D,204,TEXTILE SCIENCE,70,6,9
937,2014,Fall,H SCI,A M D,210,CPR APP DIGTL DSIGN,55,6,11
938,2014,Spring,H SCI,A M D,210,CPR APP DIGTL DSIGN,69,7,10
947,2014,Fall,H SCI,A M D,221,APPARL ASSEMBL PROC,33,4,12
948,2014,Spring,H SCI,A M D,221,APPARL ASSEMBL PROC,42,14,33
953,2014,Fall,H SCI,A M D,225,PATTRNMAK I:DRFT&FL,19,3,16
954,2014,Spring,H SCI,A M D,225,PATTERNMAKING I,32,8,25
963,2014,Fall,H SCI,A M D,231,PRODUCT DEVELOP&MFG,63,1,2
964,2014,Spring,H SCI,A M D,231,PRODUCT DEVELOP&MFG,67,3,4
973,2014,Fall,H SCI,A M D,245,AESTHETC&BRAND IMAG,64,10,16
974,2014,Spring,H SCI,A M D,245,AESTHETC&BRAND IMAG,70,11,16
983,2014,Fall,H SCI,A M D,257,MUSEUM STUDIES,19,1,5
992,2014,Fall,H SCI,A M D,278,FASHION ILLUSTRATN,29,3,10
993,2014,Spring,H SCI,A M D,278,FASHION ILLUSTRATN,22,3,14
1002,2014,Fall,H SCI,A M D,301,BASC DSGN CNCP REVW,15,1,7
1003,2014,Spring,H SCI,A M D,301,BASC DSGN CNCP REVW,30,11,37
1008,2014,Fall,H SCI,A M D,305,TEXTL&AP QUAL ASSUR,20,0,0
1016,2014,Fall,H SCI,A M D,321,CPTR INTEGRAT DSIGN,25,1,4
1017,2014,Spring,H SCI,A M D,321,CPTR INTEGRAT DSIGN,30,0,0
1024,2014,Fall,H SCI,A M D,325,PATTRNMAK II:DRAPNG,23,0,0
1025,2014,Spring,H SCI,A M D,325,PATTERNMAKING II,20,1,5
1034,2014,Fall,H SCI,A M D,328,DESIGN SEMINAR,7,0,0
1035,2014,Spring,H SCI,A M D,328,DESIGN SEMINAR,14,0,0
1040,2014,Fall,H SCI,A M D,329X,DIGTL TXTLE PRINTNG,8,0,0
1047,2014,Fall,H SCI,A M D,354,HIST EUR&N AM DRESS,38,4,11
1052,2014,Spring,H SCI,A M D,356,HIST 20TH C FASHION,64,5,8
1057,2014,Summer,H SCI,A M D,362,CULTUR PERSPC DRESS,55,13,24
1058,2014,Spring,H SCI,A M D,362,CULTUR PERSPC DRESS,68,5,7
1068,2014,Fall,H SCI,A M D,372,SOURCNG&GLOBAL ISSU,60,3,5
1069,2014,Spring,H SCI,A M D,372,SOURCNG&GLOBAL ISSU,73,1,1
1078,2014,Fall,H SCI,A M D,376,MERCH PLAN& CONTROL,48,4,8
1079,2014,Spring,H SCI,A M D,376,MERCH PLAN& CONTROL,38,3,8
1090,2014,Spring,H SCI,A M D,404,TXTILE COLOR THEORY,6,1,17
1094,2014,Fall,H SCI,A M D,415,TCHNICL DESIGN PROC,37,1,3
1099,2014,Fall,H SCI,A M D,426,CREATV DSIGN PROCES,17,0,0
1100,2014,Spring,H SCI,A M D,426,CREATV DSIGN PROCES,26,0,0
1106,2014,Spring,H SCI,A M D,431,APPARL PRODUCTN MGT,21,1,5
