,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
235,2004,Fall,CALS,A E,203,CMPTR APPL&MODELING,30,0,0
255,2004,Fall,CALS,A E,271,PARAM SLD MODEL ENG,19,2,11
277,2004,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,31,1,3
317,2004,Fall,CALS,A E,340,ANALY&DS FIELD MACH,23,1,4
339,2004,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,34,1,3
359,2004,Fall,CALS,A E,401,SENIOR SEMINAR,29,0,0
373,2004,Fall,CALS,A E,404,A B E INSTRUMENTATN,22,0,0
399,2004,Fall,CALS,A E,413,FLUID POWR CIRCUITS,32,0,0
410,2004,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,30,0,0
431,2004,Fall,CALS,A E,416,AG ENGR DESIGN II,3,0,0
452,2004,Fall,CALS,A E,421,NAT RESOURC CONSERV,13,1,8
481,2004,Fall,CALS,A E,447,PWR&CONTROL HYDRAUL,33,0,0
515,2004,Fall,CALS,A E,490B,IND STD BIOSYS ENGR,3,0,0
519,2004,Fall,CALS,A E,490C,IND STD CPTR-A DSGN,1,0,0
528,2004,Fall,CALS,A E,490E,IND STD ENVIR SYSTS,1,0,0
543,2004,Fall,CALS,A E,490P,IND STDY POWR &MACH,2,0,0
573,2004,Fall,CALS,A E,490S,IND STD ENVIR&N RES,1,0,0
599,2004,Fall,CALS,A ECL,211,ANIMAL ECOL CAREERS,66,0,0
605,2004,Fall,CALS,A ECL,310,VERTEBRATE BIOLOGY,115,28,24
608,2004,Fall,CALS,A ECL,312,ECOLOGY,93,13,14
662,2004,Fall,CALS,A ECL,361,NATURAL HIST FISHES,30,2,7
672,2004,Fall,CALS,A ECL,364,NATURL HIST MAMMALS,30,1,3
731,2004,Fall,CALS,A ECL,410,AQUATIC ECOLOGY,27,3,11
733,2004,Fall,CALS,A ECL,410L,AQUATIC ECOLOGY LAB,23,5,22
734,2004,Fall,CALS,A ECL,411,ID AQUATIC ORGANSMS,16,1,6
756,2004,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,12,0,0
787,2004,Fall,CALS,A ECL,451,WILDLIFE MANAGEMENT,32,0,0
1319,2004,Fall,BUS,ACCT,215,LEGAL ENVIRONMT BUS,650,29,4
1365,2004,Fall,BUS,ACCT,284,FINANCIAL ACCOUNTNG,795,137,17
1414,2004,Fall,BUS,ACCT,285,MANAGERIAL ACCOUNTG,413,97,23
1488,2004,Fall,BUS,ACCT,316,BUSINESS LAW,43,2,5
