,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
216,2010,Fall,CALS,A E,170X,ENG GRPHC&INTRO DSN,49,2,4
224,2010,Fall,CALS,A E,201,ENTREPRN&INTERN SEM,15,1,7
267,2010,Fall,CALS,A E,271,PARAM SLD MODEL ENG,26,0,0
289,2010,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,25,3,12
307,2010,Fall,CALS,A E,316,APPLD NUMRCL METHDS,41,6,15
312,2010,Fall,CALS,A E,325,BIORENEWABLE SYSTMS,8,0,0
323,2010,Fall,CALS,A E,340,ANALY&DS FIELD MACH,40,1,3
345,2010,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,47,3,6
352,2010,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,8,0,0
379,2010,Fall,CALS,A E,404,A B E INSTRUMENTATN,24,0,0
387,2010,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,3,0,0
405,2010,Fall,CALS,A E,413,FLUID POWER ENGR,12,0,0
421,2010,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,18,0,0
443,2010,Fall,CALS,A E,416,AG ENGR DESIGN II,7,0,0
467,2010,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,8,0,0
483,2010,Fall,CALS,A E,451,FOOD&BIOPROCES ENGR,3,0,0
583,2010,Fall,CALS,A E,490S,IND STU ENVIR&N RES,7,0,0
620,2010,Fall,CALS,A ECL,312,ECOLOGY,92,20,22
682,2010,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,102,28,27
707,2010,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,32,8,25
762,2010,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,10,0,0
793,2010,Fall,CALS,A ECL,451,WILDLIFE ECOL &MGMT,24,0,0
815,2010,Fall,CALS,A ECL,455,INT'L WILDLIFE ISSU,26,1,4
865,2010,Fall,CALS,A ECL,486,AQUATIC ECOLOGY,12,0,0
883,2010,Fall,CALS,A ECL,486L,AQUATIC ECOLOGY LAB,8,0,0
1337,2010,Fall,BUS,ACCT,215,LEGAL ENVIRONMT BUS,347,32,9
1383,2010,Fall,BUS,ACCT,284,FINANCIAL ACCOUNTNG,908,87,10
1432,2010,Fall,BUS,ACCT,285,MANAGERIAL ACCOUNTG,482,61,13
1500,2010,Fall,BUS,ACCT,316,BUSINESS LAW,34,2,6
1529,2010,Fall,BUS,ACCT,383,INTMD MANAGERL ACCT,126,16,13
1569,2010,Fall,BUS,ACCT,384,ACCT INFO SYSTEMS,127,6,5
1607,2010,Fall,BUS,ACCT,386,INTMED ACCOUNTING I,138,30,22
1645,2010,Fall,BUS,ACCT,387,INTMD ACCOUNTING II,133,14,11
1680,2010,Fall,BUS,ACCT,484X,ADV ACCT INFO SYSTM,15,1,7
1695,2010,Fall,BUS,ACCT,485,PRIN FED INCOME TAX,126,21,17
1734,2010,Fall,BUS,ACCT,488,NONPROFIT INST ACCT,20,1,5
1781,2010,Fall,BUS,ACCT,495,ADV ACCT PROBLEMS,18,5,28
1813,2010,Fall,BUS,ACCT,496X,INTERNATIONAL ACCT,14,2,14
1836,2010,Fall,BUS,ACCT,497,INTRO TO AUDITING,67,3,4
1882,2010,Fall,LAS,ADVRT,230,ADVERTISING PRINCIP,191,18,9
1921,2010,Fall,LAS,ADVRT,301,STRATEG PLAN AD&P R,88,3,3
1958,2010,Fall,LAS,ADVRT,334,ADVERTSNG CREATIVTY,35,0,0
1988,2010,Fall,LAS,ADVRT,335,ADVERT MEDIA PLANNG,26,3,12
2045,2010,Fall,LAS,ADVRT,434,ADVERTISING CAMPGNS,27,1,4
2097,2010,Fall,LAS,ADVRT,497E,SPL TP INTACTV MDIA,26,3,12
2125,2010,Fall,ENGR,AER E,101H,ENGR HONORS ORIENTA,74,2,3
2146,2010,Fall,ENGR,AER E,160,AEROSPAC ENG PROBLM,112,9,8
2170,2010,Fall,ENGR,AER E,160H,HONORS AER ENG PROB,74,5,7
2192,2010,Fall,ENGR,AER E,161,NUM&GRAPHC&LAB TCNQ,29,0,0
2243,2010,Fall,ENGR,AER E,243,AERODYNAMICS I,50,10,20
2277,2010,Fall,ENGR,AER E,261,INTRO AEROSPAC ENGR,108,21,19
2303,2010,Fall,ENGR,AER E,265,SCI BALLOON ENGR&OP,6,0,0
2318,2010,Fall,ENGR,AER E,290C,INDEPENDENT STUDY,70,3,4
2390,2010,Fall,ENGR,AER E,321,FLIGHT STRUCT ANALY,96,21,22
2476,2010,Fall,ENGR,AER E,351,ASTRODYNAMICS I,85,13,15
2495,2010,Fall,ENGR,AER E,351H,HONORS ASTRODYNAM I,7,1,14
2503,2010,Fall,ENGR,AER E,355,AIRCRFT FLI DYN&CTL,101,29,29
2530,2010,Fall,ENGR,AER E,361,COMP TECHNQ AER DSN,40,4,10
2568,2010,Fall,ENGR,AER E,411,AERO VEHIC PROPUL I,84,1,1
2628,2010,Fall,ENGR,AER E,423,COMPOSITE FLT STRUC,41,2,5
2650,2010,Fall,ENGR,AER E,432,FLT CONTROL SYST II,15,1,7
2674,2010,Fall,ENGR,AER E,446,COMPUT FLUID DYNAM,20,1,5
2698,2010,Fall,ENGR,AER E,451,ASTRODYNAMICS II,17,1,6
2731,2010,Fall,ENGR,AER E,461,MOD DESIGN METHODOL,55,2,4
2761,2010,Fall,ENGR,AER E,462,DESIGN AEROSPAC SYS,24,0,0
2801,2010,Fall,ENGR,AER E,466,MULTIDISC ENGR DSGN,4,1,25
2824,2010,Fall,ENGR,AER E,481X,ADV WIND ENERGY,13,0,0
2839,2010,Fall,ENGR,AER E,490A,IND STU A/GAS DYNAM,1,0,0
2879,2010,Fall,ENGR,AER E,490C,IND STU AEROS STRUC,19,0,0
2901,2010,Fall,ENGR,AER E,490D,IND STU FLIGHT DYNA,1,0,0
2914,2010,Fall,ENGR,AER E,490E,IND STU SPACECR SYS,21,0,0
2941,2010,Fall,ENGR,AER E,490F,IND ST FLT CONT SYS,1,0,0
2966,2010,Fall,ENGR,AER E,490H,INDEP STUDY HONORS,1,0,0
3002,2010,Fall,ENGR,AER E,490J,IND STU NONDESTR EV,1,0,0
3029,2010,Fall,ENGR,AER E,490O,INDEPENDENT STUDY,19,1,5
3063,2010,Fall,H SCI,AESHM,111,PRO DEVEL FOR AESHM,185,16,9
3166,2010,Fall,H SCI,AESHM,175X,FIN APP RETAIL&HOSP,7,2,29
3247,2010,Fall,H SCI,AESHM,271,P R & EVENT MANAGMT,67,7,10
3266,2010,Fall,H SCI,AESHM,275,MERCHANDISING,89,0,0
