,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
0,2016,Fall,CALS,A B E,102X,LEARNING COMMUNITIE,74,2,3
3,2016,Spring,CALS,A B E,110,EXPERNC AG&BIO ENGR,130,0,0
9,2016,Fall,CALS,A B E,160,SYST PROB SOLV&PROG,50,9,18
10,2016,Spring,CALS,A B E,160,SYST PROB SOLV&PROG,47,5,11
17,2016,Fall,CALS,A B E,170,ENG GRPHC&INTRO DSN,70,1,1
18,2016,Spring,CALS,A B E,170,ENG GRPHC&INTRO DSN,42,0,0
25,2016,Fall,CALS,A B E,201,SMNR:PREP FOR WRKPL,15,0,0
26,2016,Spring,CALS,A B E,201,SMNR:PREP FOR WRKPL,63,2,3
32,2016,Fall,CALS,A B E,216,FND AG &BIOSYS ENGR,113,15,13
35,2016,Spring,CALS,A B E,218,PROJ MGT&DESIGN ABE,68,0,0
41,2016,Fall,CALS,A B E,271,PARAM SLD MODEL ENG,31,8,26
42,2016,Spring,CALS,A B E,271,PARAM SLD MODEL ENG,28,2,7
49,2016,Fall,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,31,4,13
50,2016,Spring,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,26,2,8
54,2016,Spring,CALS,A B E,273,CAD FACILT&LAND USE,13,1,8
61,2016,Fall,CALS,A B E,316,APPLD NUMRCL METHDS,41,0,0
62,2016,Spring,CALS,A B E,316,APPLD NUMRCL METHDS,18,3,17
68,2016,Fall,CALS,A B E,325,BIORENEWABLE SYSTMS,19,1,5
72,2016,Fall,CALS,A B E,340,ANALY&DS FIELD MACH,31,0,0
75,2016,Spring,CALS,A B E,342,AGRI TRACTOR POWER,37,0,0
80,2016,Fall,CALS,A B E,363,ELEC POWR&ELECTRONC,51,1,2
85,2016,Spring,CALS,A B E,380,PRIN BIOL SYS ENGNR,24,0,0
90,2016,Fall,CALS,A B E,388,SUSTNBL E&INT'L DEV,7,0,0
96,2016,Fall,CALS,A B E,404,A B E INSTRUMENTATN,39,1,3
104,2016,Fall,CALS,A B E,413,FLUID POWER ENGR,21,0,0
109,2016,Fall,CALS,A B E,415,AG&BIOSY ENGR DSN I,23,0,0
110,2016,Spring,CALS,A B E,415,AG&BIOSY ENGR DSN I,20,0,0
117,2016,Fall,CALS,A B E,416,AG&BIOSY ENG DSN II,17,0,0
118,2016,Spring,CALS,A B E,416,AG&BIOSY ENG DSN II,35,0,0
123,2016,Fall,CALS,A B E,418,FUND ENGINRG REVIEW,26,2,8
124,2016,Spring,CALS,A B E,418,FUND ENGINRG REVIEW,34,2,6
131,2016,Spring,CALS,A B E,424A,AIR POLLUT AIR QUAL,6,1,17
134,2016,Spring,CALS,A B E,424D,AIR POLLUT TREATMNT,5,0,0
138,2016,Fall,CALS,A B E,431,SOIL&WTR CONSRV SYS,7,0,0
142,2016,Spring,CALS,A B E,436,SOIL&WTR MONITR SYS,12,2,17
151,2016,Spring,CALS,A B E,469,GRAIN PROCESS&HANDL,26,0,0
154,2016,Spring,CALS,A B E,472,ENVIR MODIF SY ANIM,19,1,5
156,2016,Fall,CALS,A B E,475,DSIGN ANIM PROD SYS,1,0,0
157,2016,Spring,CALS,A B E,475,DSIGN ANIM PROD SYS,2,0,0
166,2016,Fall,CALS,A B E,480,ENGR ANALY BIOL SYS,22,0,0
168,2016,Fall,CALS,A B E,490B,IND ST:BIORNW RSRCE,1,0,0
171,2016,Fall,CALS,A B E,490E,IND ST:ENVIR BIOPRC,1,0,0
179,2016,Fall,CALS,A B E,490H,INDEP STUDY HONORS,1,0,0
180,2016,Spring,CALS,A B E,490H,INDEP STUDY HONORS,2,0,0
183,2016,Fall,CALS,A B E,490L,IND STU LAND&WATR E,1,0,0
631,2016,Summer,CALS,A ECL,312,ECOLOGY,9,0,0
632,2016,Fall,CALS,A ECL,312,ECOLOGY,118,24,20
649,2016,Spring,CALS,A ECL,321,FISH BIOLOGY,20,0,0
