,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
203,2010,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,63,2,3
216,2010,Fall,CALS,A E,170X,ENG GRPHC&INTRO DSN,49,2,4
224,2010,Fall,CALS,A E,201,ENTREPRN&INTERN SEM,15,1,7
225,2010,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,24,2,8
246,2010,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,49,6,12
267,2010,Fall,CALS,A E,271,PARAM SLD MODEL ENG,26,0,0
268,2010,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,1,4
289,2010,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,25,3,12
290,2010,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,25,6,24
305,2010,Spring,CALS,A E,301,LEADRSHP& ETHCS SEM,16,0,0
307,2010,Fall,CALS,A E,316,APPLD NUMRCL METHDS,41,6,15
312,2010,Fall,CALS,A E,325,BIORENEWABLE SYSTMS,8,0,0
323,2010,Fall,CALS,A E,340,ANALY&DS FIELD MACH,40,1,3
333,2010,Spring,CALS,A E,342,AGRI TRACTOR POWER,38,0,0
345,2010,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,47,3,6
352,2010,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,8,0,0
366,2010,Spring,CALS,A E,401,PROFESSIONLSM SEMNR,15,0,0
379,2010,Fall,CALS,A E,404,A B E INSTRUMENTATN,24,0,0
387,2010,Fall,CALS,A E,408,GIS &NAT RESRCE MGT,3,0,0
394,2010,Spring,CALS,A E,410X,ELTRN SYS INTGRT AG,8,0,0
405,2010,Fall,CALS,A E,413,FLUID POWER ENGR,12,0,0
421,2010,Fall,CALS,A E,415,AGRIC ENGR DESIGN I,18,0,0
422,2010,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,8,0,0
443,2010,Fall,CALS,A E,416,AG ENGR DESIGN II,7,0,0
444,2010,Spring,CALS,A E,416,AG ENGR DESIGN II,27,0,0
467,2010,Fall,CALS,A E,431,SOIL&WTR CONSRVSYS,8,0,0
475,2010,Spring,CALS,A E,436,SOIL&WTR MONITR SYS,6,0,0
483,2010,Fall,CALS,A E,451,FOOD&BIOPROCES ENGR,3,0,0
495,2010,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,15,0,0
504,2010,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,24,0,0
517,2010,Spring,CALS,A E,490B,IND STU BIOSYS ENGR,3,0,0
556,2010,Spring,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
571,2010,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
583,2010,Fall,CALS,A E,490S,IND STU ENVIR&N RES,7,0,0
584,2010,Spring,CALS,A E,490S,IND STU ENVIR&N RES,10,0,0
594,2010,Spring,CALS,A E,496X,AG&BIOSYS ENGR TRVL,1,1,100
619,2010,Summer,CALS,A ECL,312,ECOLOGY,9,2,22
620,2010,Fall,CALS,A ECL,312,ECOLOGY,92,20,22
643,2010,Spring,CALS,A ECL,321,FISH BIOLOGY,10,1,10
682,2010,Fall,CALS,A ECL,365,VERTEBRATE BIOLOGY,102,28,27
692,2010,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,38,3,8
707,2010,Fall,CALS,A ECL,371,ECOLOGICAL METHODS,32,8,25
721,2010,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,12,2,17
762,2010,Fall,CALS,A ECL,440,FISHERY MANAGEMENT,10,0,0
779,2010,Spring,CALS,A ECL,442,AQUACULTURE,12,0,0
793,2010,Fall,CALS,A ECL,451,WILDLIFE ECOL &MGMT,24,0,0
811,2010,Spring,CALS,A ECL,454X,PRIN WILDLIF DISEAS,27,0,0
815,2010,Fall,CALS,A ECL,455,INT'L WILDLIFE ISSU,26,1,4
829,2010,Spring,CALS,A ECL,458,ORNITHOLOGY,27,4,15
846,2010,Spring,CALS,A ECL,459,MAMMALOGY,26,3,12
865,2010,Fall,CALS,A ECL,486,AQUATIC ECOLOGY,12,0,0
