,Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
201,2008,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,52,0,0
221,2008,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,35,4,11
244,2008,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,35,1,3
264,2008,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,0,0
286,2008,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,27,6,22
302,2008,Spring,CALS,A E,301,LEADRSHP& ETHCS SEM,30,0,0
331,2008,Spring,CALS,A E,342,AGRI TRACTOR POWER,30,0,0
418,2008,Spring,CALS,A E,415,AGRIC ENGR DESIGN I,17,0,0
440,2008,Spring,CALS,A E,416,AG ENGR DESIGN II,17,0,0
493,2008,Spring,CALS,A E,469,GRAIN PROCESS&HANDL,9,1,11
503,2008,Spring,CALS,A E,472,ENVIR MODIF SY ANIM,15,0,0
525,2008,Spring,CALS,A E,490C,IND STU CPTR-A DSGN,2,0,0
533,2008,Spring,CALS,A E,490E,IND STU ENVIR SYSTS,1,0,0
553,2008,Spring,CALS,A E,490P,IND STDY POWER ENGR,1,0,0
569,2008,Spring,CALS,A E,490R,IND STDY PROCES ENG,1,0,0
641,2008,Spring,CALS,A ECL,321,FISH BIOLOGY,18,0,0
690,2008,Spring,CALS,A ECL,366,NAT HIST IOWA VERTE,34,4,12
719,2008,Spring,CALS,A ECL,401,INTR AQUAT ANIM MED,19,2,11
777,2008,Spring,CALS,A ECL,442,AQUACULTURE,11,1,9
809,2008,Spring,CALS,A ECL,454X,PRIN WILDLIF DISEAS,23,0,0
827,2008,Spring,CALS,A ECL,458,ORNITHOLOGY,22,3,14
844,2008,Spring,CALS,A ECL,459,MAMMALOGY,26,5,19
1332,2008,Spring,BUS,ACCT,215,LEGAL ENVIRONMT BUS,466,31,7
1378,2008,Spring,BUS,ACCT,284,FINANCIAL ACCOUNTNG,604,137,23
1427,2008,Spring,BUS,ACCT,285,MANAGERIAL ACCOUNTG,510,63,12
1461,2008,Spring,BUS,ACCT,285H,HONORS MANAGERL ACC,17,0,0
1497,2008,Spring,BUS,ACCT,316,BUSINESS LAW,12,0,0
1524,2008,Spring,BUS,ACCT,383,INTMD MANAGERL ACCT,81,17,21
1566,2008,Spring,BUS,ACCT,384,ACCT INFO SYSTEMS,79,6,8
